Blocks	Pathways
KRAS*PIK3CD*RELA*BIRC5	hsa04919-hsa04926-TFTG
KRAS*PIK3R2*FOXO3*BIRC5	hsa04919-hsa04062-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04062-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04062-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04620-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04620-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04660-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04660-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04662-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04662-TFTG
KRAS*PIK3R2*FOXO3*BIRC5	hsa04919-hsa04722-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04722-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04722-TFTG
KRAS*PIK3R2*NFKB1*BIRC5	hsa04919-hsa04926-TFTG
KRAS*PIK3R2*RELA*BIRC5	hsa04919-hsa04926-TFTG
KRAS*CTNNB1*BIRC5	hsa04919-TFTG
KRAS*CTNNB1*TCF7*BIRC5	hsa04919-TFTG-hsa04390
KRAS*ESR1*AKT1*BIRC5	hsa04919-TFTG-hsa04210
KRAS*ESR1*AKT2*BIRC5	hsa04919-TFTG-hsa04210
KRAS*ESR1*CTNNB1*BIRC5	hsa04919-TFTG-hsa04390
KRAS*ESR1*CTSD*BIRC5	hsa04919-TFTG-hsa04210
KRAS*ESR1*HTRA2*BIRC5	hsa04919-TFTG-hsa04210
KRAS*ESR1*WNT7A*BIRC5	hsa04919-TFTG-hsa04390
KRAS*ESR1*YWHAQ*BIRC5	hsa04919-TFTG-hsa04390
KRAS*HIF1A*RASSF1*BIRC5	hsa04919-TFTG-hsa04390
KRAS*HIF1A*WNT2B*BIRC5	hsa04919-TFTG-hsa04390
KRAS*HIF1A*YWHAG*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*ACTG1*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*CTSC*BIRC5	hsa04919-TFTG-hsa04210
KRAS*MYC*CTSF*BIRC5	hsa04919-TFTG-hsa04210
KRAS*MYC*GSK3B*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*PPP1CB*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*PPP2CA*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*PPP2R1B*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*WNT10B*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*YWHAE*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MYC*YWHAH*BIRC5	hsa04919-TFTG-hsa04390
KRAS*STAT1*CTSB*BIRC5	hsa04919-TFTG-hsa04210
KRAS*STAT1*CTSL*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*AKT1*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*BIRC5	hsa04919-TFTG
KRAS*TP53*CHUK*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*CTNNB1*BIRC5	hsa04919-TFTG-hsa04390
KRAS*TP53*CTSD*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*NFKB1*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*RASSF1*BIRC5	hsa04919-TFTG-hsa04390
KRAS*TP53*RELA*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*TCF7L2*BIRC5	hsa04919-TFTG-hsa04390
KRAS*TP53*TNF*BIRC5	hsa04919-TFTG-hsa04210
KRAS*TP53*TP53BP2*BIRC5	hsa04919-TFTG-hsa04390
KRAS*MAPK1*ETS1*BIRC5	hsa04921-hsa04014-TFTG
KRAS*MAPK1*FOXO3*BIRC5	hsa04921-hsa04068-TFTG
KRAS*MAPK1*FOXO3*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK1*NFKB1*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK1*RELA*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK1*SP1*BIRC5	hsa04921-hsa04915-TFTG
KRAS*MAPK1*CTNNB1*BIRC5	hsa04921-hsa04919-TFTG
KRAS*MAPK1*TP53*BIRC5	hsa04921-hsa04919-TFTG
KRAS*MAPK1*NFKB1*BIRC5	hsa04921-hsa04926-TFTG
KRAS*MAPK1*RELA*BIRC5	hsa04921-hsa04926-TFTG
KRAS*MAPK3*ETS1*BIRC5	hsa04921-hsa04014-TFTG
KRAS*MAPK3*FOXO3*BIRC5	hsa04921-hsa04068-TFTG
KRAS*MAPK3*FOXO3*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK3*NFKB1*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK3*RELA*BIRC5	hsa04921-hsa04722-TFTG
KRAS*MAPK3*SP1*BIRC5	hsa04921-hsa04915-TFTG
KRAS*MAPK3*CTNNB1*BIRC5	hsa04921-hsa04919-TFTG
KRAS*MAPK3*TP53*BIRC5	hsa04921-hsa04919-TFTG
KRAS*MAPK3*NFKB1*BIRC5	hsa04921-hsa04926-TFTG
KRAS*MAPK3*RELA*BIRC5	hsa04921-hsa04926-TFTG
KRAS*ELK1*ACTG1*BIRC5	hsa04921-TFTG-hsa04390
KRAS*ELK1*TNF*BIRC5	hsa04921-TFTG-hsa04210
KRAS*FOS*NFKB1*BIRC5	hsa04921-TFTG-hsa04210
KRAS*JUN*CTNNB1*BIRC5	hsa04921-TFTG-hsa04390
KRAS*JUN*CTSL*BIRC5	hsa04921-TFTG-hsa04210
KRAS*JUN*PDPK1*BIRC5	hsa04921-TFTG-hsa04210
KRAS*JUN*TNF*BIRC5	hsa04921-TFTG-hsa04210
KRAS*RELA*NFKB1*BIRC5	hsa04926-hsa04064-TFTG
KRAS*RELA*BIRC5	hsa04926-hsa04210
KRAS*RELA*NFKB1*BIRC5	hsa04926-hsa04625-TFTG
KRAS*RELA*STAT3*BIRC5	hsa04926-hsa04920-TFTG
KRAS*VEGFC*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*VEGFD*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*MAPK1*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*MAPK1*FOXO3*BIRC5	hsa04926-hsa04068-TFTG
KRAS*MAPK1*FOXO3*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK1*NFKB1*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK1*RELA*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK1*SP1*BIRC5	hsa04926-hsa04915-TFTG
KRAS*MAPK1*CTNNB1*BIRC5	hsa04926-hsa04919-TFTG
KRAS*MAPK1*TP53*BIRC5	hsa04926-hsa04919-TFTG
KRAS*NFKB1*RELA*BIRC5	hsa04926-hsa04064-TFTG
KRAS*NFKB1*BIRC5	hsa04926-hsa04210
KRAS*NFKB1*RELA*BIRC5	hsa04926-hsa04625-TFTG
KRAS*NFKB1*STAT3*BIRC5	hsa04926-hsa04920-TFTG
KRAS*VEGFB*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*MMP9*SP1*BIRC5	hsa04926-hsa04915-TFTG
KRAS*MAPK3*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*MAPK3*FOXO3*BIRC5	hsa04926-hsa04068-TFTG
KRAS*MAPK3*FOXO3*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK3*NFKB1*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK3*RELA*BIRC5	hsa04926-hsa04722-TFTG
KRAS*MAPK3*SP1*BIRC5	hsa04926-hsa04915-TFTG
KRAS*MAPK3*CTNNB1*BIRC5	hsa04926-hsa04919-TFTG
KRAS*MAPK3*TP53*BIRC5	hsa04926-hsa04919-TFTG
KRAS*MMP2*SP1*BIRC5	hsa04926-hsa04915-TFTG
KRAS*VEGFA*ETS1*BIRC5	hsa04926-hsa04014-TFTG
KRAS*FOS*NFKB1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*JUN*CTNNB1*BIRC5	hsa04926-TFTG-hsa04390
KRAS*JUN*CTSL*BIRC5	hsa04926-TFTG-hsa04210
KRAS*JUN*PDPK1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*JUN*TNF*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*AKT1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*AKT2*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*BIRC5	hsa04926-TFTG
KRAS*NFKB1*CTSB*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*GSK3B*BIRC5	hsa04926-TFTG-hsa04390
KRAS*NFKB1*NFKB1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*NFKBIA*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*TNF*BIRC5	hsa04926-TFTG-hsa04210
KRAS*NFKB1*TRAF2*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*AKT1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*AKT2*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*BIRC5	hsa04926-TFTG
KRAS*RELA*CTNNB1*BIRC5	hsa04926-TFTG-hsa04390
KRAS*RELA*CTSB*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*NFKB1*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*NFKBIA*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*TNF*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*TRAF2*BIRC5	hsa04926-TFTG-hsa04210
KRAS*RELA*JUN*MGP	hsa04010-hsa04926-TFTG
KRAS*NFKB1*JUN*MGP	hsa04010-hsa04926-TFTG
KRAS*TP53*JUN*MGP	hsa04010-hsa04310-TFTG
KRAS*JUN*MGP	hsa04010-TFTG
KRAS*RAC1*JUN*MGP	hsa04014-hsa04010-TFTG
KRAS*RAC1*JUN*MGP	hsa04014-hsa04722-TFTG
KRAS*PAK2*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*BUB1B-PAK6*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*PAK4*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*PAK5*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04010-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04620-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04625-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04657-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04660-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04668-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04722-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04912-TFTG
KRAS*MAPK8*JUN*MGP	hsa04014-hsa04926-TFTG
KRAS*RHOA*JUN*MGP	hsa04014-hsa04310-TFTG
KRAS*PAK3*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*PAK6*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*RAP1B*JUN*MGP	hsa04014-hsa04024-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04010-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04620-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04625-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04657-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04660-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04668-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04722-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04912-TFTG
KRAS*MAPK10*JUN*MGP	hsa04014-hsa04926-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04010-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04620-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04625-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04657-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04660-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04668-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04722-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04912-TFTG
KRAS*MAPK9*JUN*MGP	hsa04014-hsa04926-TFTG
KRAS*PAK1*JUN*MGP	hsa04014-hsa04012-TFTG
KRAS*RAP1A*JUN*MGP	hsa04014-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04620-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04625-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04657-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04660-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04662-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04921-TFTG
KRAS*MAPK3*JUN*MGP	hsa04015-hsa04926-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04024-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04620-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04625-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04657-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04660-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04662-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04915-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04921-TFTG
KRAS*MAPK1*JUN*MGP	hsa04015-hsa04926-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04620-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04625-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04657-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04660-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04662-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04921-TFTG
KRAS*MAPK3*JUN*MGP	hsa04062-hsa04926-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04024-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04620-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04625-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04657-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04660-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04662-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04915-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04921-TFTG
KRAS*MAPK1*JUN*MGP	hsa04062-hsa04926-TFTG
KRAS*RHOA*JUN*MGP	hsa04150-hsa04310-TFTG
KRAS*PRKCA*JUN*MGP	hsa04150-hsa04010-TFTG
KRAS*PRKCA*JUN*MGP	hsa04150-hsa04912-TFTG
KRAS*PRKCA*JUN*MGP	hsa04150-hsa04921-TFTG
KRAS*PRKCA*JUN*MGP	hsa04150-hsa04926-TFTG
KRAS*PRKCB*JUN*MGP	hsa04150-hsa04010-TFTG
KRAS*PRKCB*JUN*MGP	hsa04150-hsa04912-TFTG
KRAS*PRKCB*JUN*MGP	hsa04150-hsa04921-TFTG
KRAS*PRKCG*JUN*MGP	hsa04150-hsa04010-TFTG
KRAS*PRKCG*JUN*MGP	hsa04150-hsa04921-TFTG
KRAS*PIK3CB*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*PIK3CD*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*PIK3R3*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*PIK3R2*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04024-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04620-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04625-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04657-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04660-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04662-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04915-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04921-TFTG
KRAS*MAPK1*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*PIK3CA*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04620-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04625-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04657-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04660-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04662-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04921-TFTG
KRAS*MAPK3*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*PIK3R1*JUN*MGP	hsa04151-hsa04926-TFTG
KRAS*RELA*JUN*MGP	hsa04625-hsa04926-TFTG
KRAS*NFKB1*JUN*MGP	hsa04625-hsa04926-TFTG
KRAS*TNF*JUN*MGP	hsa04625-hsa04010-TFTG
KRAS*TNF*JUN*MGP	hsa04625-hsa04668-TFTG
KRAS*TNF*JUN*MGP	hsa04660-hsa04010-TFTG
KRAS*TNF*JUN*MGP	hsa04660-hsa04668-TFTG
KRAS*JUN*MGP	hsa04660-TFTG
KRAS*JUN*MGP	hsa04662-TFTG
KRAS*RELA*JUN*MGP	hsa04722-hsa04926-TFTG
KRAS*NFKB1*JUN*MGP	hsa04722-hsa04926-TFTG
KRAS*GSK3B*JUN*MGP	hsa04722-hsa04310-TFTG
KRAS*TGFA*JUN*MGP	hsa04915-hsa04012-TFTG
KRAS*CREB1*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB5*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB3L1*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB3*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB3L4*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB3L2*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*CREB3L3*JUN*MGP	hsa04915-hsa04024-TFTG
KRAS*JUN*MGP	hsa04915-TFTG
KRAS*PIK3CB*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3CD*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3R3*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3R2*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3CA*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3R1*JUN*MGP	hsa04917-hsa04926-TFTG
KRAS*PIK3R3*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*CTNNB1*JUN*MGP	hsa04919-hsa04310-TFTG
KRAS*PIK3R1*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*PIK3CB*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*ESR1*JUN*MGP	hsa04919-hsa04915-TFTG
KRAS*TP53*JUN*MGP	hsa04919-hsa04310-TFTG
KRAS*PIK3CA*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*WNT4*JUN*MGP	hsa04919-hsa04310-TFTG
KRAS*PIK3CD*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*PIK3R2*JUN*MGP	hsa04919-hsa04926-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04024-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04620-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04625-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04657-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04660-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04662-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04915-TFTG
KRAS*MAPK1*JUN*MGP	hsa04921-hsa04926-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04620-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04625-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04657-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04660-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04662-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04921-hsa04926-TFTG
KRAS*JUN*MGP	hsa04921-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04024-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04620-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04625-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04657-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04660-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04662-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04915-TFTG
KRAS*MAPK1*JUN*MGP	hsa04926-hsa04921-TFTG
KRAS*MMP9*JUN*MGP	hsa04926-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04024-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04620-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04625-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04657-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04660-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04662-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04915-TFTG
KRAS*MAPK3*JUN*MGP	hsa04926-hsa04921-TFTG
KRAS*MMP2*JUN*MGP	hsa04926-hsa04915-TFTG
KRAS*JUN*MGP	hsa04926-TFTG
KRAS*TP53*MYC*RBBP8	hsa04010-hsa04310-TFTG
KRAS*JUN*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
KRAS*MYC*ATM*RBBP8	hsa04010-TFTG-hsa03440
KRAS*MYC*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
KRAS*MYC*RBBP8	hsa04010-TFTG
KRAS*NFKB1*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
KRAS*RELA*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
KRAS*TP53*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
KRAS*MYC*ATM*RBBP8	hsa04012-TFTG-hsa03440
KRAS*MYC*BRCA1*RBBP8	hsa04012-TFTG-hsa03440
KRAS*MYC*RBBP8	hsa04012-TFTG
KRAS*RAC1*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*MAPK8*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*RHOA*MYC*RBBP8	hsa04014-hsa04310-TFTG
KRAS*RAP1B*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*MAPK10*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*MAPK9*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*RAP1A*MYC*RBBP8	hsa04014-hsa04010-TFTG
KRAS*ETS1*ATM*RBBP8	hsa04014-TFTG-hsa03440
KRAS*ETS1*RAD50*RBBP8	hsa04014-TFTG-hsa03440
KRAS*ETS1*RBBP8	hsa04014-TFTG
KRAS*ETS2*BRCA1*RBBP8	hsa04014-TFTG-hsa03440
KRAS*MAPK3*MYC*RBBP8	hsa04015-hsa04010-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04015-hsa04012-TFTG
KRAS*MAPK3*ETS1*RBBP8	hsa04015-hsa04014-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04015-hsa04919-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04015-hsa04010-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04015-hsa04012-TFTG
KRAS*MAPK1*ETS1*RBBP8	hsa04015-hsa04014-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04015-hsa04919-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04062-hsa04010-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04062-hsa04012-TFTG
KRAS*MAPK3*ETS1*RBBP8	hsa04062-hsa04014-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04062-hsa04919-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04062-hsa04010-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04062-hsa04012-TFTG
KRAS*MAPK1*ETS1*RBBP8	hsa04062-hsa04014-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04062-hsa04919-TFTG
KRAS*IL7R*MYC*RBBP8	hsa04068-hsa04630-TFTG
KRAS*ATM*RBBP8	hsa04068-hsa03440
KRAS*RBL2*BRCA1*RBBP8	hsa04068-TFTG-hsa03440
KRAS*RHOA*MYC*RBBP8	hsa04150-hsa04310-TFTG
KRAS*PRKCA*MYC*RBBP8	hsa04150-hsa04010-TFTG
KRAS*PRKCA*MYC*RBBP8	hsa04150-hsa04919-TFTG
KRAS*PRKCB*MYC*RBBP8	hsa04150-hsa04010-TFTG
KRAS*PRKCB*MYC*RBBP8	hsa04150-hsa04919-TFTG
KRAS*PRKCG*MYC*RBBP8	hsa04150-hsa04010-TFTG
KRAS*PRKCG*MYC*RBBP8	hsa04150-hsa04919-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04151-hsa04010-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04151-hsa04012-TFTG
KRAS*MAPK1*ETS1*RBBP8	hsa04151-hsa04014-TFTG
KRAS*MAPK1*MYC*RBBP8	hsa04151-hsa04919-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04151-hsa04010-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04151-hsa04012-TFTG
KRAS*MAPK3*ETS1*RBBP8	hsa04151-hsa04014-TFTG
KRAS*MAPK3*MYC*RBBP8	hsa04151-hsa04919-TFTG
KRAS*IL12A*MYC*RBBP8	hsa04625-hsa04630-TFTG
KRAS*IL6*MYC*RBBP8	hsa04625-hsa04630-TFTG
KRAS*IL23A*MYC*RBBP8	hsa04625-hsa04630-TFTG
KRAS*IL10*MYC*RBBP8	hsa04625-hsa04630-TFTG
KRAS*IL12B*MYC*RBBP8	hsa04625-hsa04630-TFTG
KRAS*TNF*MYC*RBBP8	hsa04625-hsa04010-TFTG
