Blocks	Pathways
RAF1*MAPK1*JUN*MGP	hsa04015-hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04015-hsa04926-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04921-TFTG
RAF1*MAPK3*JUN*MGP	hsa04022-hsa04926-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04022-hsa04926-TFTG
RAF1*BDNF*JUN*MGP	hsa04024-hsa04722-TFTG
RAF1*JUN*MGP	hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04921-TFTG
RAF1*MAPK3*JUN*MGP	hsa04062-hsa04926-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04062-hsa04926-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04921-TFTG
RAF1*MAPK3*JUN*MGP	hsa04072-hsa04926-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04072-hsa04926-TFTG
RAF1*RHOA*JUN*MGP	hsa04150-hsa04310-TFTG
RAF1*PRKCA*JUN*MGP	hsa04150-hsa04010-TFTG
RAF1*PRKCA*JUN*MGP	hsa04150-hsa04912-TFTG
RAF1*PRKCA*JUN*MGP	hsa04150-hsa04921-TFTG
RAF1*PRKCA*JUN*MGP	hsa04150-hsa04926-TFTG
RAF1*PRKCB*JUN*MGP	hsa04150-hsa04010-TFTG
RAF1*PRKCB*JUN*MGP	hsa04150-hsa04912-TFTG
RAF1*PRKCB*JUN*MGP	hsa04150-hsa04921-TFTG
RAF1*PRKCG*JUN*MGP	hsa04150-hsa04010-TFTG
RAF1*PRKCG*JUN*MGP	hsa04150-hsa04921-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04921-TFTG
RAF1*MAPK3*JUN*MGP	hsa04151-hsa04926-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04151-hsa04926-TFTG
RAF1*RELA*JUN*MGP	hsa04625-hsa04926-TFTG
RAF1*NFKB1*JUN*MGP	hsa04625-hsa04926-TFTG
RAF1*TNF*JUN*MGP	hsa04625-hsa04010-TFTG
RAF1*TNF*JUN*MGP	hsa04625-hsa04668-TFTG
RAF1*TNF*JUN*MGP	hsa04660-hsa04010-TFTG
RAF1*TNF*JUN*MGP	hsa04660-hsa04668-TFTG
RAF1*JUN*MGP	hsa04660-TFTG
RAF1*JUN*MGP	hsa04662-TFTG
RAF1*RELA*JUN*MGP	hsa04722-hsa04926-TFTG
RAF1*NFKB1*JUN*MGP	hsa04722-hsa04926-TFTG
RAF1*GSK3B*JUN*MGP	hsa04722-hsa04310-TFTG
RAF1*TGFA*JUN*MGP	hsa04915-hsa04012-TFTG
RAF1*CREB1*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB5*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB3L1*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB3*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB3L4*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB3L2*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*CREB3L3*JUN*MGP	hsa04915-hsa04024-TFTG
RAF1*JUN*MGP	hsa04915-TFTG
RAF1*PIK3CB*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3CD*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3R3*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3R2*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3CA*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3R1*JUN*MGP	hsa04917-hsa04926-TFTG
RAF1*PIK3R3*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*CTNNB1*JUN*MGP	hsa04919-hsa04310-TFTG
RAF1*PIK3R1*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*PIK3CB*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*ESR1*JUN*MGP	hsa04919-hsa04915-TFTG
RAF1*TP53*JUN*MGP	hsa04919-hsa04310-TFTG
RAF1*PIK3CA*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*WNT4*JUN*MGP	hsa04919-hsa04310-TFTG
RAF1*PIK3CD*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*PIK3R2*JUN*MGP	hsa04919-hsa04926-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04921-hsa04926-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04921-hsa04926-TFTG
RAF1*JUN*MGP	hsa04921-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04024-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04620-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04625-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04657-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04660-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04662-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04915-TFTG
RAF1*MAPK1*JUN*MGP	hsa04926-hsa04921-TFTG
RAF1*MMP9*JUN*MGP	hsa04926-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04024-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04620-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04625-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04657-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04660-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04662-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04915-TFTG
RAF1*MAPK3*JUN*MGP	hsa04926-hsa04921-TFTG
RAF1*MMP2*JUN*MGP	hsa04926-hsa04915-TFTG
RAF1*JUN*MGP	hsa04926-TFTG
RAF1*MYC*ATM*RBBP8	hsa04010-TFTG-hsa03440
RAF1*MYC*BRCA1*RBBP8	hsa04010-TFTG-hsa03440
RAF1*MYC*RBBP8	hsa04010-TFTG
RAF1*MYC*ATM*RBBP8	hsa04012-TFTG-hsa03440
RAF1*MYC*BRCA1*RBBP8	hsa04012-TFTG-hsa03440
RAF1*MYC*RBBP8	hsa04012-TFTG
RAF1*ETS1*ATM*RBBP8	hsa04014-TFTG-hsa03440
RAF1*ETS1*RAD50*RBBP8	hsa04014-TFTG-hsa03440
RAF1*ETS1*RBBP8	hsa04014-TFTG
RAF1*ETS2*BRCA1*RBBP8	hsa04014-TFTG-hsa03440
RAF1*MAPK3*MYC*RBBP8	hsa04015-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04015-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04015-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04015-hsa04919-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04015-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04015-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04015-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04015-hsa04919-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04022-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04022-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04022-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04022-hsa04919-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04022-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04022-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04022-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04022-hsa04919-TFTG
RAF1*BDNF*ETS1*RBBP8	hsa04024-hsa04014-TFTG
RAF1*CREB1*BRCA1*RBBP8	hsa04024-TFTG-hsa03440
RAF1*JUN*BRCA1*RBBP8	hsa04024-TFTG-hsa03440
RAF1*MAPK3*MYC*RBBP8	hsa04062-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04062-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04062-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04062-hsa04919-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04062-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04062-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04062-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04062-hsa04919-TFTG
RAF1*IL7R*MYC*RBBP8	hsa04068-hsa04630-TFTG
RAF1*ATM*RBBP8	hsa04068-hsa03440
RAF1*RBL2*BRCA1*RBBP8	hsa04068-TFTG-hsa03440
RAF1*MAPK3*MYC*RBBP8	hsa04072-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04072-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04072-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04072-hsa04919-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04072-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04072-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04072-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04072-hsa04919-TFTG
RAF1*RHOA*MYC*RBBP8	hsa04150-hsa04310-TFTG
RAF1*PRKCA*MYC*RBBP8	hsa04150-hsa04010-TFTG
RAF1*PRKCA*MYC*RBBP8	hsa04150-hsa04919-TFTG
RAF1*PRKCB*MYC*RBBP8	hsa04150-hsa04010-TFTG
RAF1*PRKCB*MYC*RBBP8	hsa04150-hsa04919-TFTG
RAF1*PRKCG*MYC*RBBP8	hsa04150-hsa04010-TFTG
RAF1*PRKCG*MYC*RBBP8	hsa04150-hsa04919-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04151-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04151-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04151-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04151-hsa04919-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04151-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04151-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04151-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04151-hsa04919-TFTG
RAF1*IL12A*MYC*RBBP8	hsa04625-hsa04630-TFTG
RAF1*IL6*MYC*RBBP8	hsa04625-hsa04630-TFTG
RAF1*IL23A*MYC*RBBP8	hsa04625-hsa04630-TFTG
RAF1*IL10*MYC*RBBP8	hsa04625-hsa04630-TFTG
RAF1*IL12B*MYC*RBBP8	hsa04625-hsa04630-TFTG
RAF1*TNF*MYC*RBBP8	hsa04625-hsa04010-TFTG
RAF1*NFKB1*BRCA1*RBBP8	hsa04625-TFTG-hsa03440
RAF1*RELA*BRCA1*RBBP8	hsa04625-TFTG-hsa03440
RAF1*IL5*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*IL2*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*CSF2*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*IL10*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*IL4*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*IFNG*MYC*RBBP8	hsa04660-hsa04630-TFTG
RAF1*TNF*MYC*RBBP8	hsa04660-hsa04010-TFTG
RAF1*JUN*BRCA1*RBBP8	hsa04660-TFTG-hsa03440
RAF1*JUN*BRCA1*RBBP8	hsa04662-TFTG-hsa03440
RAF1*GSK3B*MYC*RBBP8	hsa04722-hsa04151-TFTG
RAF1*GSK3B*MYC*RBBP8	hsa04722-hsa04310-TFTG
RAF1*GSK3B*MYC*RBBP8	hsa04722-hsa04390-TFTG
RAF1*GSK3B*MYC*RBBP8	hsa04722-hsa04550-TFTG
RAF1*NFKB1*BRCA1*RBBP8	hsa04722-TFTG-hsa03440
RAF1*RELA*BRCA1*RBBP8	hsa04722-TFTG-hsa03440
RAF1*TGFA*MYC*RBBP8	hsa04915-hsa04012-TFTG
RAF1*TGFA*ETS1*RBBP8	hsa04915-hsa04014-TFTG
RAF1*CREB1*BRCA1*RBBP8	hsa04915-TFTG-hsa03440
RAF1*ESR1*BRCA1*RBBP8	hsa04915-TFTG-hsa03440
RAF1*JUN*BRCA1*RBBP8	hsa04915-TFTG-hsa03440
RAF1*SP1*ATM*RBBP8	hsa04915-TFTG-hsa03440
RAF1*SP1*BRCA1*RBBP8	hsa04915-TFTG-hsa03440
RAF1*CTNNB1*MYC*RBBP8	hsa04919-hsa04310-TFTG
RAF1*CTNNB1*MYC*RBBP8	hsa04919-hsa04390-TFTG
RAF1*STAT1*MYC*RBBP8	hsa04919-hsa04630-TFTG
RAF1*ACTG1*MYC*RBBP8	hsa04919-hsa04390-TFTG
RAF1*TP53*MYC*RBBP8	hsa04919-hsa04310-TFTG
RAF1*ACTB*MYC*RBBP8	hsa04919-hsa04390-TFTG
RAF1*WNT4*MYC*RBBP8	hsa04919-hsa04310-TFTG
RAF1*WNT4*MYC*RBBP8	hsa04919-hsa04390-TFTG
RAF1*WNT4*MYC*RBBP8	hsa04919-hsa04550-TFTG
RAF1*ESR1*BRCA1*RBBP8	hsa04919-TFTG-hsa03440
RAF1*MYC*ATM*RBBP8	hsa04919-TFTG-hsa03440
RAF1*MYC*BRCA1*RBBP8	hsa04919-TFTG-hsa03440
RAF1*MYC*RBBP8	hsa04919-TFTG
RAF1*TP53*BRCA1*RBBP8	hsa04919-TFTG-hsa03440
RAF1*MAPK1*MYC*RBBP8	hsa04921-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04921-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04921-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04921-hsa04919-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04921-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04921-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04921-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04921-hsa04919-TFTG
RAF1*JUN*BRCA1*RBBP8	hsa04921-TFTG-hsa03440
RAF1*VEGFC*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*VEGFD*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04926-hsa04010-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04926-hsa04012-TFTG
RAF1*MAPK1*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*MAPK1*MYC*RBBP8	hsa04926-hsa04919-TFTG
RAF1*VEGFB*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04926-hsa04010-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04926-hsa04012-TFTG
RAF1*MAPK3*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*MAPK3*MYC*RBBP8	hsa04926-hsa04919-TFTG
RAF1*VEGFA*ETS1*RBBP8	hsa04926-hsa04014-TFTG
RAF1*JUN*BRCA1*RBBP8	hsa04926-TFTG-hsa03440
RAF1*NFKB1*BRCA1*RBBP8	hsa04926-TFTG-hsa03440
RAF1*RELA*BRCA1*RBBP8	hsa04926-TFTG-hsa03440
NCOA2*TGFA*MYC*UBE2C	hsa04915-hsa04012-TFTG
NCOA2*TGFA*ETS1*UBE2C	hsa04915-hsa04014-TFTG
NCOA2*CTNNB1*MYC*UBE2C	hsa04919-hsa04310-TFTG
NCOA2*CTNNB1*MYC*UBE2C	hsa04919-hsa04390-TFTG
NCOA2*ACTG1*MYC*UBE2C	hsa04919-hsa04390-TFTG
NCOA2*ACTB*MYC*UBE2C	hsa04919-hsa04390-TFTG
NCOA2*WNT4*MYC*UBE2C	hsa04919-hsa04310-TFTG
NCOA2*WNT4*MYC*UBE2C	hsa04919-hsa04390-TFTG
NCOA2*WNT4*MYC*UBE2C	hsa04919-hsa04550-TFTG
NCOA2*MYC*UBE2C	hsa04919-TFTG
NCOA2*TGFA*STAT5A*IL6ST	hsa04915-hsa04012-TFTG
NCOA2*TGFA*STAT5B*IL6ST	hsa04915-hsa04012-TFTG
NCOA2*TGFA*ETS1*IL6ST	hsa04915-hsa04014-TFTG
NCOA2*PGR*EGF*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*PGR*IFNB1*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*PGR*IL10*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*RARA*IL2*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*RARA*IL6*IL6ST	hsa04915-TFTG-hsa04060
NCOA2*RARA*IL6*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*RARA*IL6*IL6ST	hsa04915-TFTG-hsa04659
NCOA2*RARA*THPO*IL6ST	hsa04915-TFTG-hsa04630
NCOA2*GATA4*IL5*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*HIF1A*EPO*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*HIF1A*LEP*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IFNA1*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IFNA13*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IL13*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IL2*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IL6*IL6ST	hsa04919-TFTG-hsa04060
NCOA2*MYC*IL6*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*MYC*IL6*IL6ST	hsa04919-TFTG-hsa04659
NCOA2*RXRA*IL12B*IL6ST	hsa04919-TFTG-hsa04630
NCOA2*HIF1A*STC2	hsa04919-TFTG
NCOA2*MYC*LBR*DHCR7	hsa04919-TFTG-hsa00100
NCOA2*CTSD*BIRC5	hsa04915-hsa04210
NCOA2*TGFA*ETS1*BIRC5	hsa04915-hsa04014-TFTG
NCOA2*BCL2*TP53*BIRC5	hsa04915-hsa04071-TFTG
NCOA2*PGR*RELA*BIRC5	hsa04915-TFTG-hsa04210
NCOA2*PGR*YWHAQ*BIRC5	hsa04915-TFTG-hsa04390
NCOA2*RARA*TCF7*BIRC5	hsa04915-TFTG-hsa04390
NCOA2*PIK3R3*FOXO3*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3R3*FOXO3*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R3*NFKB1*BIRC5	hsa04919-hsa04926-TFTG
NCOA2*PIK3R3*RELA*BIRC5	hsa04919-hsa04926-TFTG
NCOA2*CTNNB1*LEF1*BIRC5	hsa04919-hsa04310-TFTG
NCOA2*CTNNB1*TCF7*BIRC5	hsa04919-hsa04310-TFTG
NCOA2*CTNNB1*TCF7L2*BIRC5	hsa04919-hsa04310-TFTG
NCOA2*CTNNB1*BIRC5	hsa04919-hsa04390
NCOA2*CTNNB1*LEF1*BIRC5	hsa04919-hsa04390-TFTG
NCOA2*CTNNB1*TCF7*BIRC5	hsa04919-hsa04390-TFTG
NCOA2*CTNNB1*TCF7L2*BIRC5	hsa04919-hsa04390-TFTG
NCOA2*CTNNB1*TCF7*BIRC5	hsa04919-hsa04550-TFTG
NCOA2*PIK3R1*FOXO3*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3R1*FOXO3*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3R1*NFKB1*BIRC5	hsa04919-hsa04926-TFTG
NCOA2*PIK3R1*RELA*BIRC5	hsa04919-hsa04926-TFTG
NCOA2*PIK3CB*FOXO3*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3CB*NFKB1*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3CB*RELA*BIRC5	hsa04919-hsa04062-TFTG
NCOA2*PIK3CB*NFKB1*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3CB*RELA*BIRC5	hsa04919-hsa04620-TFTG
NCOA2*PIK3CB*NFKB1*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3CB*RELA*BIRC5	hsa04919-hsa04660-TFTG
NCOA2*PIK3CB*NFKB1*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3CB*RELA*BIRC5	hsa04919-hsa04662-TFTG
NCOA2*PIK3CB*FOXO3*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3CB*NFKB1*BIRC5	hsa04919-hsa04722-TFTG
NCOA2*PIK3CB*RELA*BIRC5	hsa04919-hsa04722-TFTG
