source	target
hsa04010_MAP3K13_TP53	hsa04310_TP53_MYC
hsa04010_MAP3K13_TP53	hsa04060_IL11_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_IL11_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_IL15_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_IL4_IL6ST
hsa04010_MAP3K13_TP53	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_TP53	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_TP53	hsa04060_LIF_IL6ST
hsa04010_MAP3K13_TP53	hsa04550_LIF_IL6ST
hsa04010_MAP3K13_TP53	hsa04630_LIF_IL6ST
hsa04010_MAP3K13_TP53	hsa04115_TP53_TP73
hsa04010_MAP3K13_TP53	hsa04310_TP53_LEF1
hsa04010_MAP3K13_TP53	hsa04310_TP53_TCF7
hsa04010_MAP3K13_TP53	hsa04310_TP53_TCF7L2
hsa04010_MAP3K13_TP53	hsa04210_AKT1_BIRC5
hsa04010_MAP3K13_TP53	hsa04210_CHUK_BIRC5
hsa04010_MAP3K13_TP53	hsa04390_CTNNB1_BIRC5
hsa04010_MAP3K13_TP53	hsa04210_CTSD_BIRC5
hsa04010_MAP3K13_TP53	hsa04210_NFKB1_BIRC5
hsa04010_MAP3K13_TP53	hsa04390_RASSF1_BIRC5
hsa04010_MAP3K13_TP53	hsa04210_RELA_BIRC5
hsa04010_MAP3K13_TP53	hsa04390_TCF7L2_BIRC5
hsa04010_MAP3K13_TP53	hsa04210_TNF_BIRC5
hsa04010_MAP3K13_TP53	hsa04390_TP53BP2_BIRC5
hsa04010_MAP3K13_TP53	hsa04310_TP53_JUN
hsa04010_MAP3K13_TP53	hsa03440_BRCA1_RBBP8
hsa04310_TP53_MYC	hsa04630_IFNA1_IL6ST
hsa04310_TP53_MYC	hsa04630_IFNA13_IL6ST
hsa04310_TP53_MYC	hsa04630_IL13_IL6ST
hsa04310_TP53_MYC	hsa04630_IL2_IL6ST
hsa04310_TP53_MYC	hsa04060_IL6_IL6ST
hsa04310_TP53_MYC	hsa04630_IL6_IL6ST
hsa04310_TP53_MYC	hsa04659_IL6_IL6ST
hsa04310_TP53_MYC	hsa00100_LBR_DHCR7
hsa04310_TP53_MYC	hsa04390_ACTG1_BIRC5
hsa04310_TP53_MYC	hsa04210_CTSC_BIRC5
hsa04310_TP53_MYC	hsa04210_CTSF_BIRC5
hsa04310_TP53_MYC	hsa04390_GSK3B_BIRC5
hsa04310_TP53_MYC	hsa04390_PPP1CB_BIRC5
hsa04310_TP53_MYC	hsa04390_PPP2CA_BIRC5
hsa04310_TP53_MYC	hsa04390_PPP2R1B_BIRC5
hsa04310_TP53_MYC	hsa04390_WNT10B_BIRC5
hsa04310_TP53_MYC	hsa04390_YWHAE_BIRC5
hsa04310_TP53_MYC	hsa04390_YWHAH_BIRC5
hsa04310_TP53_MYC	hsa03440_ATM_RBBP8
hsa04310_TP53_MYC	hsa03440_BRCA1_RBBP8
hsa04010_MAP3K13_MYC	hsa04630_IFNA1_IL6ST
hsa04010_MAP3K13_MYC	hsa04630_IFNA13_IL6ST
hsa04010_MAP3K13_MYC	hsa04630_IL13_IL6ST
hsa04010_MAP3K13_MYC	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_MYC	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_MYC	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_MYC	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_MYC	hsa00100_LBR_DHCR7
hsa04010_MAP3K13_MYC	hsa04390_ACTG1_BIRC5
hsa04010_MAP3K13_MYC	hsa04210_CTSC_BIRC5
hsa04010_MAP3K13_MYC	hsa04210_CTSF_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_GSK3B_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_PPP1CB_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_PPP2CA_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_PPP2R1B_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_WNT10B_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_YWHAE_BIRC5
hsa04010_MAP3K13_MYC	hsa04390_YWHAH_BIRC5
hsa04010_MAP3K13_MYC	hsa03440_ATM_RBBP8
hsa04010_MAP3K13_MYC	hsa03440_BRCA1_RBBP8
hsa04010_MAP3K13_RELA	hsa04621_RELA_STAT1
hsa04010_MAP3K13_RELA	hsa04920_RELA_STAT3
hsa04010_MAP3K13_RELA	hsa04630_CSF2_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_CSF3_IL6ST
hsa04010_MAP3K13_RELA	hsa04060_EBI3_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IFNA1_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IFNA13_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IFNB1_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IFNG_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IFNL1_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL10_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL12A_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL12B_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL23A_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL4_IL6ST
hsa04010_MAP3K13_RELA	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_RELA	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_RELA	hsa04630_TSLP_IL6ST
hsa04010_MAP3K13_RELA	hsa04066_RELA_HIF1A
hsa04010_MAP3K13_RELA	hsa04064_RELA_NFKB1
hsa04010_MAP3K13_RELA	hsa04210_RELA_BIRC5
hsa04010_MAP3K13_RELA	hsa04625_RELA_NFKB1
hsa04010_MAP3K13_RELA	hsa04926_RELA_NFKB1
hsa04010_MAP3K13_RELA	hsa04210_AKT1_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_AKT2_BIRC5
hsa04010_MAP3K13_RELA	hsa04390_CTNNB1_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_CTSB_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_NFKB1_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_NFKBIA_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_TNF_BIRC5
hsa04010_MAP3K13_RELA	hsa04210_TRAF2_BIRC5
hsa04010_MAP3K13_RELA	hsa04926_RELA_JUN
hsa04010_MAP3K13_RELA	hsa03440_BRCA1_RBBP8
hsa04010_MAP3K13_NFKB1	hsa04621_NFKB1_STAT1
hsa04010_MAP3K13_NFKB1	hsa04920_NFKB1_STAT3
hsa04010_MAP3K13_NFKB1	hsa04630_CSF2_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_CSF3_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04060_EBI3_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_EPO_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IFNA1_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IFNA13_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IFNB1_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IFNG_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IFNL1_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL10_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL12A_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL12B_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL21_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL23A_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL4_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL5_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_PDGFB_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04630_TSLP_IL6ST
hsa04010_MAP3K13_NFKB1	hsa04066_NFKB1_HIF1A
hsa04010_MAP3K13_NFKB1	hsa04064_NFKB1_RELA
hsa04010_MAP3K13_NFKB1	hsa04210_NFKB1_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04625_NFKB1_RELA
hsa04010_MAP3K13_NFKB1	hsa04926_NFKB1_RELA
hsa04010_MAP3K13_NFKB1	hsa04210_AKT1_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04210_AKT2_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04210_CTSB_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04390_GSK3B_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04210_NFKBIA_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04210_TNF_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04210_TRAF2_BIRC5
hsa04010_MAP3K13_NFKB1	hsa04926_NFKB1_JUN
hsa04010_MAP3K13_NFKB1	hsa03440_BRCA1_RBBP8
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_STAT1
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_STAT3
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_STAT5B
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_FOXO3
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_NFKB1
hsa04010_MAP3K13_ARRB1	hsa04062_ARRB1_RELA
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_STAT1
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_STAT3
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_STAT5B
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_FOXO3
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_NFKB1
hsa04010_MAP3K13_ARRB2	hsa04062_ARRB2_RELA
hsa04010_MAP3K13_ATF4	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_ATF4	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_ATF4	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_ELK1	hsa04630_PDGFB_IL6ST
hsa04010_MAP3K13_ELK1	hsa04630_PRL_IL6ST
hsa04010_MAP3K13_ELK1	hsa04390_ACTG1_BIRC5
hsa04010_MAP3K13_ELK1	hsa04210_TNF_BIRC5
hsa04010_MAP3K13_FOS	hsa04630_IL12B_IL6ST
hsa04010_MAP3K13_FOS	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_FOS	hsa04630_IL3_IL6ST
hsa04010_MAP3K13_FOS	hsa04210_NFKB1_BIRC5
hsa04010_MAP3K13_JUN	hsa04630_CSF2_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IFNB1_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IFNG_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL12A_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL12B_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL23A_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL24_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL3_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL5_IL6ST
hsa04010_MAP3K13_JUN	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_JUN	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_JUN	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_JUN	hsa04390_CTNNB1_BIRC5
hsa04010_MAP3K13_JUN	hsa04210_CTSL_BIRC5
hsa04010_MAP3K13_JUN	hsa04210_PDPK1_BIRC5
hsa04010_MAP3K13_JUN	hsa04210_TNF_BIRC5
hsa04010_MAP3K13_JUN	hsa03440_BRCA1_RBBP8
hsa04010_MAP3K13_JUND	hsa04630_IL3_IL6ST
hsa04010_MAP3K13_JUND	hsa04630_IL5_IL6ST
hsa04010_MAP3K13_JUND	hsa04060_IL6_IL6ST
hsa04010_MAP3K13_JUND	hsa04630_IL6_IL6ST
hsa04010_MAP3K13_JUND	hsa04659_IL6_IL6ST
hsa04010_MAP3K13_NFATC1	hsa04630_IFNG_IL6ST
hsa04010_MAP3K13_NFATC1	hsa04630_IL2_IL6ST
hsa04010_MAP3K13_NFATC1	hsa04630_IL5_IL6ST
hsa04010_MAP3K13_NFKB2	hsa04630_IFNL1_IL6ST
hsa04010_MAP3K13_NFKB2	hsa04064_NFKB2_NFKB1
hsa04010_MAP3K13_NFKB2	hsa04064_NFKB2_RELA
hsa04010_MAP3K13_NFKB2	hsa04210_RELA_BIRC5
hsa04010_MAP3K13_CRKL	hsa04722_CRKL_FOXO3
hsa04010_MAP3K13_CRKL	hsa04722_CRKL_NFKB1
hsa04010_MAP3K13_CRKL	hsa04722_CRKL_RELA
hsa04010_MAP3K13_RELB	hsa04064_RELB_NFKB1
hsa04010_MAP3K13_RELB	hsa04064_RELB_RELA
hsa04010_MAP3K13_CRK	hsa04722_CRK_FOXO3
hsa04010_MAP3K13_CRK	hsa04722_CRK_NFKB1
hsa04010_MAP3K13_CRK	hsa04722_CRK_RELA
hsa04310_TP53_LEF1	hsa04390_LEF1_MYC
hsa04310_TP53_LEF1	hsa04630_PRL_IL6ST
hsa04310_TP53_LEF1	hsa04390_LEF1_BIRC5
hsa04310_TP53_LEF1	hsa04390_CSNK1E_BIRC5
hsa04310_TP53_LEF1	hsa04390_CTNNB1_BIRC5
hsa04310_TP53_LEF1	hsa04390_TCF7L1_BIRC5
hsa04310_TP53_LEF1	hsa04390_TCF7L2_BIRC5
hsa04310_TP53_LEF1	hsa04390_WNT1_BIRC5
hsa04310_TP53_TCF7	hsa04390_TCF7_MYC
hsa04310_TP53_TCF7	hsa04390_TCF7_BIRC5
hsa04310_TP53_TCF7	hsa04390_LEF1_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_TCF7L2_MYC
hsa04310_TP53_TCF7L2	hsa04390_TCF7L2_BIRC5
hsa04310_TP53_TCF7L2	hsa04210_AKT1_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_CTNNB1_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_LEF1_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_TCF7_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_WNT4_BIRC5
hsa04310_TP53_TCF7L2	hsa04390_WWC1_BIRC5
hsa04010_MAP3K13_NFATC3	hsa04210_CTSD_BIRC5
hsa04310_TP53_JUN	hsa04630_CSF2_IL6ST
hsa04310_TP53_JUN	hsa04630_IFNB1_IL6ST
hsa04310_TP53_JUN	hsa04630_IFNG_IL6ST
hsa04310_TP53_JUN	hsa04630_IL12A_IL6ST
hsa04310_TP53_JUN	hsa04630_IL12B_IL6ST
hsa04310_TP53_JUN	hsa04630_IL2_IL6ST
hsa04310_TP53_JUN	hsa04630_IL23A_IL6ST
hsa04310_TP53_JUN	hsa04630_IL24_IL6ST
hsa04310_TP53_JUN	hsa04630_IL3_IL6ST
hsa04310_TP53_JUN	hsa04630_IL5_IL6ST
hsa04310_TP53_JUN	hsa04060_IL6_IL6ST
hsa04310_TP53_JUN	hsa04630_IL6_IL6ST
hsa04310_TP53_JUN	hsa04659_IL6_IL6ST
hsa04310_TP53_JUN	hsa04390_CTNNB1_BIRC5
hsa04310_TP53_JUN	hsa04210_CTSL_BIRC5
hsa04310_TP53_JUN	hsa04210_PDPK1_BIRC5
hsa04310_TP53_JUN	hsa04210_TNF_BIRC5
hsa04310_TP53_JUN	hsa03440_BRCA1_RBBP8
hsa04919_MED12_CTNNB1	hsa04310_CTNNB1_MYC
hsa04919_MED12_CTNNB1	hsa04390_CTNNB1_MYC
hsa04919_MED12_CTNNB1	hsa04310_CTNNB1_LEF1
hsa04919_MED12_CTNNB1	hsa04310_CTNNB1_TCF7
hsa04919_MED12_CTNNB1	hsa04310_CTNNB1_TCF7L2
hsa04919_MED12_CTNNB1	hsa04390_CTNNB1_BIRC5
hsa04919_MED12_CTNNB1	hsa04390_CTNNB1_LEF1
hsa04919_MED12_CTNNB1	hsa04390_CTNNB1_TCF7
hsa04919_MED12_CTNNB1	hsa04390_CTNNB1_TCF7L2
hsa04919_MED12_CTNNB1	hsa04550_CTNNB1_TCF7
hsa04919_MED12_CTNNB1	hsa04390_TCF7_BIRC5
hsa04919_MED12_CTNNB1	hsa04310_CTNNB1_JUN
hsa04310_CTNNB1_MYC	hsa04630_IFNA1_IL6ST
hsa04310_CTNNB1_MYC	hsa04630_IFNA13_IL6ST
hsa04310_CTNNB1_MYC	hsa04630_IL13_IL6ST
hsa04310_CTNNB1_MYC	hsa04630_IL2_IL6ST
hsa04310_CTNNB1_MYC	hsa04060_IL6_IL6ST
hsa04310_CTNNB1_MYC	hsa04630_IL6_IL6ST
hsa04310_CTNNB1_MYC	hsa04659_IL6_IL6ST
hsa04310_CTNNB1_MYC	hsa00100_LBR_DHCR7
hsa04310_CTNNB1_MYC	hsa04390_ACTG1_BIRC5
hsa04310_CTNNB1_MYC	hsa04210_CTSC_BIRC5
hsa04310_CTNNB1_MYC	hsa04210_CTSF_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_GSK3B_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_PPP1CB_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_PPP2CA_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_PPP2R1B_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_WNT10B_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_YWHAE_BIRC5
hsa04310_CTNNB1_MYC	hsa04390_YWHAH_BIRC5
hsa04310_CTNNB1_MYC	hsa03440_ATM_RBBP8
hsa04310_CTNNB1_MYC	hsa03440_BRCA1_RBBP8
hsa04390_CTNNB1_MYC	hsa04630_IFNA1_IL6ST
hsa04390_CTNNB1_MYC	hsa04630_IFNA13_IL6ST
hsa04390_CTNNB1_MYC	hsa04630_IL13_IL6ST
hsa04390_CTNNB1_MYC	hsa04630_IL2_IL6ST
hsa04390_CTNNB1_MYC	hsa04060_IL6_IL6ST
hsa04390_CTNNB1_MYC	hsa04630_IL6_IL6ST
hsa04390_CTNNB1_MYC	hsa04659_IL6_IL6ST
hsa04390_CTNNB1_MYC	hsa00100_LBR_DHCR7
hsa04390_CTNNB1_MYC	hsa04210_CTSC_BIRC5
hsa04390_CTNNB1_MYC	hsa04210_CTSF_BIRC5
hsa04390_CTNNB1_MYC	hsa03440_ATM_RBBP8
hsa04390_CTNNB1_MYC	hsa03440_BRCA1_RBBP8
hsa04919_MED12_ACTG1	hsa04390_ACTG1_MYC
hsa04919_MED12_ACTG1	hsa04390_ACTG1_BIRC5
hsa04919_MED12_ACTG1	hsa04390_ACTG1_APC
hsa04919_MED12_ACTG1	hsa04390_ACTG1_LEF1
hsa04919_MED12_ACTG1	hsa04390_ACTG1_TCF7
hsa04919_MED12_ACTG1	hsa04390_ACTG1_TCF7L2
hsa04919_MED12_ACTB	hsa04390_ACTB_MYC
hsa04919_MED12_ACTB	hsa04390_ACTB_BIRC5
hsa04919_MED12_ACTB	hsa04390_ACTB_APC
hsa04919_MED12_ACTB	hsa04390_ACTB_LEF1
hsa04919_MED12_ACTB	hsa04390_ACTB_TCF7
hsa04919_MED12_ACTB	hsa04390_ACTB_TCF7L2
hsa04919_MED12_WNT4	hsa04310_WNT4_MYC
hsa04919_MED12_WNT4	hsa04390_WNT4_MYC
hsa04919_MED12_WNT4	hsa04550_WNT4_MYC
hsa04919_MED12_WNT4	hsa04310_WNT4_LEF1
hsa04919_MED12_WNT4	hsa04310_WNT4_TCF7
hsa04919_MED12_WNT4	hsa04310_WNT4_TCF7L2
hsa04919_MED12_WNT4	hsa04390_WNT4_BIRC5
hsa04919_MED12_WNT4	hsa04390_WNT4_APC
hsa04919_MED12_WNT4	hsa04390_WNT4_LEF1
hsa04919_MED12_WNT4	hsa04390_WNT4_TCF7
hsa04919_MED12_WNT4	hsa04390_WNT4_TCF7L2
hsa04919_MED12_WNT4	hsa04550_WNT4_TCF7
hsa04919_MED12_WNT4	hsa04310_WNT4_JUN
hsa04919_MED12_MYC	hsa04630_IFNA1_IL6ST
hsa04919_MED12_MYC	hsa04630_IFNA13_IL6ST
hsa04919_MED12_MYC	hsa04630_IL13_IL6ST
hsa04919_MED12_MYC	hsa04630_IL2_IL6ST
hsa04919_MED12_MYC	hsa04060_IL6_IL6ST
hsa04919_MED12_MYC	hsa04630_IL6_IL6ST
hsa04919_MED12_MYC	hsa04659_IL6_IL6ST
hsa04919_MED12_MYC	hsa00100_LBR_DHCR7
hsa04919_MED12_MYC	hsa04390_ACTG1_BIRC5
hsa04919_MED12_MYC	hsa04210_CTSC_BIRC5
hsa04919_MED12_MYC	hsa04210_CTSF_BIRC5
hsa04919_MED12_MYC	hsa04390_GSK3B_BIRC5
hsa04919_MED12_MYC	hsa04390_PPP1CB_BIRC5
hsa04919_MED12_MYC	hsa04390_PPP2CA_BIRC5
hsa04919_MED12_MYC	hsa04390_PPP2R1B_BIRC5
hsa04919_MED12_MYC	hsa04390_WNT10B_BIRC5
hsa04919_MED12_MYC	hsa04390_YWHAE_BIRC5
hsa04919_MED12_MYC	hsa04390_YWHAH_BIRC5
hsa04919_MED12_MYC	hsa03440_ATM_RBBP8
hsa04919_MED12_MYC	hsa03440_BRCA1_RBBP8
hsa04919_MED12_GATA4	hsa04630_IL5_IL6ST
hsa04919_MED12_HIF1A	hsa04630_EPO_IL6ST
hsa04919_MED12_HIF1A	hsa04630_LEP_IL6ST
hsa04919_MED12_HIF1A	hsa04390_RASSF1_BIRC5
hsa04919_MED12_HIF1A	hsa04390_WNT2B_BIRC5
hsa04919_MED12_HIF1A	hsa04390_YWHAG_BIRC5
hsa04919_MED12_RXRA	hsa04630_IL12B_IL6ST
hsa04919_MED12_PIK3R3	hsa04062_PIK3R3_FOXO3
hsa04919_MED12_PIK3R3	hsa04062_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04062_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04620_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04620_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04660_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04660_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04662_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04662_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04722_PIK3R3_FOXO3
hsa04919_MED12_PIK3R3	hsa04722_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04722_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04926_PIK3R3_NFKB1
hsa04919_MED12_PIK3R3	hsa04926_PIK3R3_RELA
hsa04919_MED12_PIK3R3	hsa04926_PIK3R3_JUN
hsa04310_CTNNB1_LEF1	hsa04390_LEF1_MYC
hsa04310_CTNNB1_LEF1	hsa04630_PRL_IL6ST
hsa04310_CTNNB1_LEF1	hsa04390_LEF1_BIRC5
hsa04310_CTNNB1_LEF1	hsa04390_CSNK1E_BIRC5
hsa04310_CTNNB1_LEF1	hsa04390_TCF7L1_BIRC5
hsa04310_CTNNB1_LEF1	hsa04390_TCF7L2_BIRC5
hsa04310_CTNNB1_LEF1	hsa04390_WNT1_BIRC5
hsa04310_CTNNB1_TCF7	hsa04390_TCF7_MYC
hsa04310_CTNNB1_TCF7	hsa04390_TCF7_BIRC5
hsa04310_CTNNB1_TCF7	hsa04390_LEF1_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04390_TCF7L2_MYC
hsa04310_CTNNB1_TCF7L2	hsa04390_TCF7L2_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04210_AKT1_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04390_LEF1_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04390_TCF7_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04390_WNT4_BIRC5
hsa04310_CTNNB1_TCF7L2	hsa04390_WWC1_BIRC5
hsa04390_CTNNB1_LEF1	hsa04310_LEF1_MYC
hsa04390_CTNNB1_LEF1	hsa04630_PRL_IL6ST
hsa04390_CTNNB1_LEF1	hsa04310_LEF1_JUN
hsa04390_CTNNB1_TCF7	hsa04310_TCF7_MYC
hsa04390_CTNNB1_TCF7	hsa04310_TCF7_JUN
hsa04390_CTNNB1_TCF7L2	hsa04310_TCF7L2_MYC
hsa04390_CTNNB1_TCF7L2	hsa04210_AKT1_BIRC5
hsa04390_CTNNB1_TCF7L2	hsa04310_TCF7L2_JUN
hsa04550_CTNNB1_TCF7	hsa04310_TCF7_MYC
hsa04550_CTNNB1_TCF7	hsa04390_TCF7_MYC
hsa04550_CTNNB1_TCF7	hsa04390_TCF7_BIRC5
hsa04550_CTNNB1_TCF7	hsa04390_LEF1_BIRC5
hsa04550_CTNNB1_TCF7	hsa04310_TCF7_JUN
hsa04919_MED12_PIK3R1	hsa04062_PIK3R1_FOXO3
hsa04919_MED12_PIK3R1	hsa04062_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04062_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04620_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04620_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04660_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04660_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04662_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04662_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04722_PIK3R1_FOXO3
hsa04919_MED12_PIK3R1	hsa04722_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04722_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04926_PIK3R1_NFKB1
hsa04919_MED12_PIK3R1	hsa04926_PIK3R1_RELA
hsa04919_MED12_PIK3R1	hsa04926_PIK3R1_JUN
hsa04062_PIK3R1_NFKB1	hsa04621_NFKB1_STAT1
hsa04062_PIK3R1_NFKB1	hsa04920_NFKB1_STAT3
hsa04062_PIK3R1_NFKB1	hsa04630_CSF2_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_CSF3_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04060_EBI3_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_EPO_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IFNA1_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IFNA13_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IFNB1_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IFNG_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IFNL1_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IL10_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IL12A_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IL12B_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IL2_IL6ST
hsa04062_PIK3R1_NFKB1	hsa04630_IL21_IL6ST
