,BlockName,Pathway,Sources,Targets,SubpathwayBlocks
279,hsa04062_PIK3CA+PIK3R1_GSK3B+GSK3B,hsa04062,PIK3CA;PIK3R1,GSK3B;GSK3B,hsa04062_PIK3CA_GSK3B;hsa04062_PIK3R1_GSK3B
280,hsa04062_PIK3CA+PIK3CA+PIK3R1+PIK3R1_MAPK1+MAPK3+MAPK1+MAPK3,hsa04062,PIK3CA;PIK3CA;PIK3R1;PIK3R1,MAPK1;MAPK3;MAPK1;MAPK3,hsa04062_PIK3CA_MAPK1;hsa04062_PIK3CA_MAPK3;hsa04062_PIK3R1_MAPK1;hsa04062_PIK3R1_MAPK3
281,hsa04062_PIK3CA+PIK3CA+PIK3CB+PIK3CB+PIK3CD+PIK3CD+PIK3R1+PIK3R1+PIK3R2+PIK3R2+PIK3R3+PIK3R3_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04062,PIK3CA;PIK3CA;PIK3CB;PIK3CB;PIK3CD;PIK3CD;PIK3R1;PIK3R1;PIK3R2;PIK3R2;PIK3R3;PIK3R3,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04062_PIK3CA_NFKB1;hsa04062_PIK3CA_RELA;hsa04062_PIK3CB_NFKB1;hsa04062_PIK3CB_RELA;hsa04062_PIK3CD_NFKB1;hsa04062_PIK3CD_RELA;hsa04062_PIK3R1_NFKB1;hsa04062_PIK3R1_RELA;hsa04062_PIK3R2_NFKB1;hsa04062_PIK3R2_RELA;hsa04062_PIK3R3_NFKB1;hsa04062_PIK3R3_RELA
282,hsa04062_PIK3CA+PIK3R1_PAK1+PAK1,hsa04062,PIK3CA;PIK3R1,PAK1;PAK1,hsa04062_PIK3CA_PAK1;hsa04062_PIK3R1_PAK1
283,hsa04062_PIK3CA+PIK3CA+PIK3R1+PIK3R1_ROCK1+ROCK2+ROCK1+ROCK2,hsa04062,PIK3CA;PIK3CA;PIK3R1;PIK3R1,ROCK1;ROCK2;ROCK1;ROCK2,hsa04062_PIK3CA_ROCK1;hsa04062_PIK3CA_ROCK2;hsa04062_PIK3R1_ROCK1;hsa04062_PIK3R1_ROCK2
284,hsa04062_PLCG1+PLCG1_CRK+CRKL,hsa04062,PLCG1;PLCG1,CRK;CRKL,hsa04062_PLCG1_CRK;hsa04062_PLCG1_CRKL
285,hsa04062_RAF1+RAF1_MAPK1+MAPK3,hsa04062,RAF1;RAF1,MAPK1;MAPK3,hsa04062_RAF1_MAPK1;hsa04062_RAF1_MAPK3
286,hsa04064_BIRC2+BIRC3_NFKB1+NFKB1,hsa04064,BIRC2;BIRC3,NFKB1;NFKB1,hsa04064_BIRC2_NFKB1;hsa04064_BIRC3_NFKB1
287,hsa04064_BIRC2+BIRC3_RELA+RELA,hsa04064,BIRC2;BIRC3,RELA;RELA,hsa04064_BIRC2_RELA;hsa04064_BIRC3_RELA
288,hsa04064_BTK_BCL2,hsa04064,BTK,BCL2,hsa04064_BTK_BCL2
289,hsa04064_BTK_CCL13,hsa04064,BTK,CCL13,hsa04064_BTK_CCL13
290,hsa04064_BTK_CCL19,hsa04064,BTK,CCL19,hsa04064_BTK_CCL19
291,hsa04064_BTK_CCL21,hsa04064,BTK,CCL21,hsa04064_BTK_CCL21
292,hsa04064_BTK+BTK+BTK_CCL4+CCL4L1+CCL4L2,hsa04064,BTK;BTK;BTK,CCL4;CCL4L1;CCL4L2,hsa04064_BTK_CCL4;hsa04064_BTK_CCL4L1;hsa04064_BTK_CCL4L2
293,hsa04064_BTK+BTK+BTK_CXCL1+CXCL2+CXCL3,hsa04064,BTK;BTK;BTK,CXCL1;CXCL2;CXCL3,hsa04064_BTK_CXCL1;hsa04064_BTK_CXCL2;hsa04064_BTK_CXCL3
294,hsa04064_BTK_CXCL12,hsa04064,BTK,CXCL12,hsa04064_BTK_CXCL12
295,hsa04064_BTK_CXCL8,hsa04064,BTK,CXCL8,hsa04064_BTK_CXCL8
296,hsa04064_BTK+BTK+BTK_GADD45A+GADD45B+GADD45G,hsa04064,BTK;BTK;BTK,GADD45A;GADD45B;GADD45G,hsa04064_BTK_GADD45A;hsa04064_BTK_GADD45B;hsa04064_BTK_GADD45G
297,hsa04064_BTK_IKBKG,hsa04064,BTK,IKBKG,hsa04064_BTK_IKBKG
298,hsa04064_BTK_NFKB1,hsa04064,BTK,NFKB1,hsa04064_BTK_NFKB1
299,hsa04064_BTK_NFKB2,hsa04064,BTK,NFKB2,hsa04064_BTK_NFKB2
300,hsa04064_BTK_PLCG2,hsa04064,BTK,PLCG2,hsa04064_BTK_PLCG2
301,hsa04064_BTK_RELA,hsa04064,BTK,RELA,hsa04064_BTK_RELA
302,hsa04064_BTK+BTK+BTK_TAB1+TAB2+TAB3,hsa04064,BTK;BTK;BTK,TAB1;TAB2;TAB3,hsa04064_BTK_TAB1;hsa04064_BTK_TAB2;hsa04064_BTK_TAB3
303,hsa04064_BTK_TNFAIP3,hsa04064,BTK,TNFAIP3,hsa04064_BTK_TNFAIP3
304,hsa04064_BTK_TRAF2,hsa04064,BTK,TRAF2,hsa04064_BTK_TRAF2
305,hsa04064_BTK_XIAP,hsa04064,BTK,XIAP,hsa04064_BTK_XIAP
306,hsa04064_CHUK_NFKB1,hsa04064,CHUK,NFKB1,hsa04064_CHUK_NFKB1
307,hsa04064_CHUK_RELA,hsa04064,CHUK,RELA,hsa04064_CHUK_RELA
308,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_NFKB1+NFKB1+NFKB1+NFKB1,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,NFKB1;NFKB1;NFKB1;NFKB1,hsa04064_CSNK2A1_NFKB1;hsa04064_CSNK2A2_NFKB1;hsa04064_CSNK2A3_NFKB1;hsa04064_CSNK2B_NFKB1
309,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_RELA+RELA+RELA+RELA,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,RELA;RELA;RELA;RELA,hsa04064_CSNK2A1_RELA;hsa04064_CSNK2A2_RELA;hsa04064_CSNK2A3_RELA;hsa04064_CSNK2B_RELA
310,hsa04064_CYLD_BCL2,hsa04064,CYLD,BCL2,hsa04064_CYLD_BCL2
311,hsa04064_CYLD_CCL13,hsa04064,CYLD,CCL13,hsa04064_CYLD_CCL13
312,hsa04064_CYLD_CCL19,hsa04064,CYLD,CCL19,hsa04064_CYLD_CCL19
313,hsa04064_CYLD_CCL21,hsa04064,CYLD,CCL21,hsa04064_CYLD_CCL21
314,hsa04064_CYLD+CYLD+CYLD_CCL4+CCL4L1+CCL4L2,hsa04064,CYLD;CYLD;CYLD,CCL4;CCL4L1;CCL4L2,hsa04064_CYLD_CCL4;hsa04064_CYLD_CCL4L1;hsa04064_CYLD_CCL4L2
315,hsa04064_CYLD+CYLD+CYLD_CXCL1+CXCL2+CXCL3,hsa04064,CYLD;CYLD;CYLD,CXCL1;CXCL2;CXCL3,hsa04064_CYLD_CXCL1;hsa04064_CYLD_CXCL2;hsa04064_CYLD_CXCL3
316,hsa04064_CYLD_CXCL12,hsa04064,CYLD,CXCL12,hsa04064_CYLD_CXCL12
317,hsa04064_CYLD_CXCL8,hsa04064,CYLD,CXCL8,hsa04064_CYLD_CXCL8
318,hsa04064_CYLD+CYLD+CYLD_GADD45A+GADD45B+GADD45G,hsa04064,CYLD;CYLD;CYLD,GADD45A;GADD45B;GADD45G,hsa04064_CYLD_GADD45A;hsa04064_CYLD_GADD45B;hsa04064_CYLD_GADD45G
319,hsa04064_CYLD_IKBKG,hsa04064,CYLD,IKBKG,hsa04064_CYLD_IKBKG
320,hsa04064_CYLD_NFKB1,hsa04064,CYLD,NFKB1,hsa04064_CYLD_NFKB1
321,hsa04064_CYLD_NFKB2,hsa04064,CYLD,NFKB2,hsa04064_CYLD_NFKB2
322,hsa04064_CYLD_PLCG2,hsa04064,CYLD,PLCG2,hsa04064_CYLD_PLCG2
323,hsa04064_CYLD_RELA,hsa04064,CYLD,RELA,hsa04064_CYLD_RELA
324,hsa04064_CYLD+CYLD+CYLD_TAB1+TAB2+TAB3,hsa04064,CYLD;CYLD;CYLD,TAB1;TAB2;TAB3,hsa04064_CYLD_TAB1;hsa04064_CYLD_TAB2;hsa04064_CYLD_TAB3
325,hsa04064_CYLD_TNFAIP3,hsa04064,CYLD,TNFAIP3,hsa04064_CYLD_TNFAIP3
326,hsa04064_CYLD_TRAF2,hsa04064,CYLD,TRAF2,hsa04064_CYLD_TRAF2
327,hsa04064_CYLD_XIAP,hsa04064,CYLD,XIAP,hsa04064_CYLD_XIAP
328,hsa04064_IKBKB_BCL2,hsa04064,IKBKB,BCL2,hsa04064_IKBKB_BCL2
329,hsa04064_IKBKB_CCL13,hsa04064,IKBKB,CCL13,hsa04064_IKBKB_CCL13
330,hsa04064_IKBKB_CCL19,hsa04064,IKBKB,CCL19,hsa04064_IKBKB_CCL19
331,hsa04064_IKBKB_CCL21,hsa04064,IKBKB,CCL21,hsa04064_IKBKB_CCL21
332,hsa04064_IKBKB+IKBKB+IKBKB_CCL4+CCL4L1+CCL4L2,hsa04064,IKBKB;IKBKB;IKBKB,CCL4;CCL4L1;CCL4L2,hsa04064_IKBKB_CCL4;hsa04064_IKBKB_CCL4L1;hsa04064_IKBKB_CCL4L2
333,hsa04064_IKBKB+IKBKB+IKBKB_CXCL1+CXCL2+CXCL3,hsa04064,IKBKB;IKBKB;IKBKB,CXCL1;CXCL2;CXCL3,hsa04064_IKBKB_CXCL1;hsa04064_IKBKB_CXCL2;hsa04064_IKBKB_CXCL3
334,hsa04064_IKBKB_CXCL12,hsa04064,IKBKB,CXCL12,hsa04064_IKBKB_CXCL12
335,hsa04064_IKBKB_CXCL8,hsa04064,IKBKB,CXCL8,hsa04064_IKBKB_CXCL8
336,hsa04064_IKBKB+IKBKB+IKBKB_GADD45A+GADD45B+GADD45G,hsa04064,IKBKB;IKBKB;IKBKB,GADD45A;GADD45B;GADD45G,hsa04064_IKBKB_GADD45A;hsa04064_IKBKB_GADD45B;hsa04064_IKBKB_GADD45G
337,hsa04064_IKBKB_IKBKG,hsa04064,IKBKB,IKBKG,hsa04064_IKBKB_IKBKG
338,hsa04064_IKBKB_NFKB1,hsa04064,IKBKB,NFKB1,hsa04064_IKBKB_NFKB1
339,hsa04064_IKBKB_NFKB2,hsa04064,IKBKB,NFKB2,hsa04064_IKBKB_NFKB2
340,hsa04064_IKBKB_PLCG2,hsa04064,IKBKB,PLCG2,hsa04064_IKBKB_PLCG2
341,hsa04064_IKBKB_RELA,hsa04064,IKBKB,RELA,hsa04064_IKBKB_RELA
342,hsa04064_IKBKB+IKBKB+IKBKB_TAB1+TAB2+TAB3,hsa04064,IKBKB;IKBKB;IKBKB,TAB1;TAB2;TAB3,hsa04064_IKBKB_TAB1;hsa04064_IKBKB_TAB2;hsa04064_IKBKB_TAB3
343,hsa04064_IKBKB_TNFAIP3,hsa04064,IKBKB,TNFAIP3,hsa04064_IKBKB_TNFAIP3
344,hsa04064_IKBKB_TRAF2,hsa04064,IKBKB,TRAF2,hsa04064_IKBKB_TRAF2
345,hsa04064_IKBKB_XIAP,hsa04064,IKBKB,XIAP,hsa04064_IKBKB_XIAP
346,hsa04064_IL1B_NFKB1,hsa04064,IL1B,NFKB1,hsa04064_IL1B_NFKB1
347,hsa04064_IL1B_RELA,hsa04064,IL1B,RELA,hsa04064_IL1B_RELA
348,hsa04064_NFKB1_RELA,hsa04064,NFKB1,RELA,hsa04064_NFKB1_RELA
349,hsa04064_NFKB2_NFKB1,hsa04064,NFKB2,NFKB1,hsa04064_NFKB2_NFKB1
350,hsa04064_NFKB2_RELA,hsa04064,NFKB2,RELA,hsa04064_NFKB2_RELA
351,hsa04064_NFKBIA_NFKB1,hsa04064,NFKBIA,NFKB1,hsa04064_NFKBIA_NFKB1
352,hsa04064_NFKBIA_RELA,hsa04064,NFKBIA,RELA,hsa04064_NFKBIA_RELA
353,hsa04064_RELA_NFKB1,hsa04064,RELA,NFKB1,hsa04064_RELA_NFKB1
354,hsa04064_RELB_NFKB1,hsa04064,RELB,NFKB1,hsa04064_RELB_NFKB1
355,hsa04064_RELB_RELA,hsa04064,RELB,RELA,hsa04064_RELB_RELA
356,hsa04064_RIPK1_NFKB1,hsa04064,RIPK1,NFKB1,hsa04064_RIPK1_NFKB1
357,hsa04064_RIPK1_RELA,hsa04064,RIPK1,RELA,hsa04064_RIPK1_RELA
358,hsa04064_TNF_NFKB1,hsa04064,TNF,NFKB1,hsa04064_TNF_NFKB1
359,hsa04064_TNF_RELA,hsa04064,TNF,RELA,hsa04064_TNF_RELA
360,hsa04066_CAMK2A+CAMK2B+CAMK2D+CAMK2G_EP300+EP300+EP300+EP300,hsa04066,CAMK2A;CAMK2B;CAMK2D;CAMK2G,EP300;EP300;EP300;EP300,hsa04066_CAMK2A_EP300;hsa04066_CAMK2B_EP300;hsa04066_CAMK2D_EP300;hsa04066_CAMK2G_EP300
361,hsa04066_IFNG_HIF1A,hsa04066,IFNG,HIF1A,hsa04066_IFNG_HIF1A
362,hsa04066_IL6_HIF1A,hsa04066,IL6,HIF1A,hsa04066_IL6_HIF1A
363,hsa04066_NFKB1+RELA_HIF1A+HIF1A,hsa04066,NFKB1;RELA,HIF1A;HIF1A,hsa04066_NFKB1_HIF1A;hsa04066_RELA_HIF1A
364,hsa04066_PRKCA+PRKCB+PRKCG_HIF1A+HIF1A+HIF1A,hsa04066,PRKCA;PRKCB;PRKCG,HIF1A;HIF1A;HIF1A,hsa04066_PRKCA_HIF1A;hsa04066_PRKCB_HIF1A;hsa04066_PRKCG_HIF1A
365,hsa04066_RBX1_HIF1A,hsa04066,RBX1,HIF1A,hsa04066_RBX1_HIF1A
366,hsa04066_STAT3_HIF1A,hsa04066,STAT3,HIF1A,hsa04066_STAT3_HIF1A
367,hsa04068_AKT1+AKT2_ATG12+ATG12,hsa04068,AKT1;AKT2,ATG12;ATG12,hsa04068_AKT1_ATG12;hsa04068_AKT2_ATG12
368,hsa04068_AKT1+AKT2_ATM+ATM,hsa04068,AKT1;AKT2,ATM;ATM,hsa04068_AKT1_ATM;hsa04068_AKT2_ATM
369,hsa04068_AKT1+AKT2_BCL6+BCL6,hsa04068,AKT1;AKT2,BCL6;BCL6,hsa04068_AKT1_BCL6;hsa04068_AKT2_BCL6
370,hsa04068_AKT1+AKT2_FASLG+FASLG,hsa04068,AKT1;AKT2,FASLG;FASLG,hsa04068_AKT1_FASLG;hsa04068_AKT2_FASLG
371,hsa04068_AKT1+AKT1+AKT2+AKT2+AKT3_FOXO1+FOXO3+FOXO1+FOXO3+FOXO3,hsa04068,AKT1;AKT1;AKT2;AKT2;AKT3,FOXO1;FOXO3;FOXO1;FOXO3;FOXO3,hsa04068_AKT1_FOXO1;hsa04068_AKT1_FOXO3;hsa04068_AKT2_FOXO1;hsa04068_AKT2_FOXO3;hsa04068_AKT3_FOXO3
372,hsa04068_AKT1+AKT1+AKT1+AKT2+AKT2+AKT2_GADD45A+GADD45B+GADD45G+GADD45A+GADD45B+GADD45G,hsa04068,AKT1;AKT1;AKT1;AKT2;AKT2;AKT2,GADD45A;GADD45B;GADD45G;GADD45A;GADD45B;GADD45G,hsa04068_AKT1_GADD45A;hsa04068_AKT1_GADD45B;hsa04068_AKT1_GADD45G;hsa04068_AKT2_GADD45A;hsa04068_AKT2_GADD45B;hsa04068_AKT2_GADD45G
373,hsa04068_AKT1+AKT2_IL7R+IL7R,hsa04068,AKT1;AKT2,IL7R;IL7R,hsa04068_AKT1_IL7R;hsa04068_AKT2_IL7R
374,hsa04068_AKT1+AKT2_KLF2+KLF2,hsa04068,AKT1;AKT2,KLF2;KLF2,hsa04068_AKT1_KLF2;hsa04068_AKT2_KLF2
375,hsa04068_AKT1+AKT2_RBL2+RBL2,hsa04068,AKT1;AKT2,RBL2;RBL2,hsa04068_AKT1_RBL2;hsa04068_AKT2_RBL2
376,hsa04068_AKT1+AKT2_S1PR4+S1PR4,hsa04068,AKT1;AKT2,S1PR4;S1PR4,hsa04068_AKT1_S1PR4;hsa04068_AKT2_S1PR4
377,hsa04068_CDK2_FOXO3,hsa04068,CDK2,FOXO3,hsa04068_CDK2_FOXO3
378,hsa04068_CHUK+IKBKB+IKBKB_FOXO3+FOXO1+FOXO3,hsa04068,CHUK;IKBKB;IKBKB,FOXO3;FOXO1;FOXO3,hsa04068_CHUK_FOXO3;hsa04068_IKBKB_FOXO1;hsa04068_IKBKB_FOXO3
379,hsa04068_HRAS+KRAS_ATG12+ATG12,hsa04068,HRAS;KRAS,ATG12;ATG12,hsa04068_HRAS_ATG12;hsa04068_KRAS_ATG12
380,hsa04068_HRAS+KRAS_ATM+ATM,hsa04068,HRAS;KRAS,ATM;ATM,hsa04068_HRAS_ATM;hsa04068_KRAS_ATM
381,hsa04068_HRAS+KRAS_BCL6+BCL6,hsa04068,HRAS;KRAS,BCL6;BCL6,hsa04068_HRAS_BCL6;hsa04068_KRAS_BCL6
382,hsa04068_HRAS+KRAS_FASLG+FASLG,hsa04068,HRAS;KRAS,FASLG;FASLG,hsa04068_HRAS_FASLG;hsa04068_KRAS_FASLG
383,hsa04068_HRAS+HRAS+KRAS+KRAS_FOXO1+FOXO3+FOXO1+FOXO3,hsa04068,HRAS;HRAS;KRAS;KRAS,FOXO1;FOXO3;FOXO1;FOXO3,hsa04068_HRAS_FOXO1;hsa04068_HRAS_FOXO3;hsa04068_KRAS_FOXO1;hsa04068_KRAS_FOXO3
384,hsa04068_HRAS+HRAS+HRAS+KRAS+KRAS+KRAS_GADD45A+GADD45B+GADD45G+GADD45A+GADD45B+GADD45G,hsa04068,HRAS;HRAS;HRAS;KRAS;KRAS;KRAS,GADD45A;GADD45B;GADD45G;GADD45A;GADD45B;GADD45G,hsa04068_HRAS_GADD45A;hsa04068_HRAS_GADD45B;hsa04068_HRAS_GADD45G;hsa04068_KRAS_GADD45A;hsa04068_KRAS_GADD45B;hsa04068_KRAS_GADD45G
385,hsa04068_HRAS+KRAS_IL7R+IL7R,hsa04068,HRAS;KRAS,IL7R;IL7R,hsa04068_HRAS_IL7R;hsa04068_KRAS_IL7R
386,hsa04068_HRAS+KRAS_KLF2+KLF2,hsa04068,HRAS;KRAS,KLF2;KLF2,hsa04068_HRAS_KLF2;hsa04068_KRAS_KLF2
387,hsa04068_HRAS+KRAS_RBL2+RBL2,hsa04068,HRAS;KRAS,RBL2;RBL2,hsa04068_HRAS_RBL2;hsa04068_KRAS_RBL2
388,hsa04068_HRAS+KRAS_S1PR4+S1PR4,hsa04068,HRAS;KRAS,S1PR4;S1PR4,hsa04068_HRAS_S1PR4;hsa04068_KRAS_S1PR4
389,hsa04068_IKBKB_ATG12,hsa04068,IKBKB,ATG12,hsa04068_IKBKB_ATG12
390,hsa04068_IKBKB_ATM,hsa04068,IKBKB,ATM,hsa04068_IKBKB_ATM
391,hsa04068_IKBKB_BCL6,hsa04068,IKBKB,BCL6,hsa04068_IKBKB_BCL6
392,hsa04068_IKBKB_FASLG,hsa04068,IKBKB,FASLG,hsa04068_IKBKB_FASLG
393,hsa04068_IKBKB+IKBKB+IKBKB_GADD45A+GADD45B+GADD45G,hsa04068,IKBKB;IKBKB;IKBKB,GADD45A;GADD45B;GADD45G,hsa04068_IKBKB_GADD45A;hsa04068_IKBKB_GADD45B;hsa04068_IKBKB_GADD45G
394,hsa04068_IKBKB_IL7R,hsa04068,IKBKB,IL7R,hsa04068_IKBKB_IL7R
395,hsa04068_IKBKB_KLF2,hsa04068,IKBKB,KLF2,hsa04068_IKBKB_KLF2
396,hsa04068_IKBKB_RBL2,hsa04068,IKBKB,RBL2,hsa04068_IKBKB_RBL2
397,hsa04068_IKBKB_S1PR4,hsa04068,IKBKB,S1PR4,hsa04068_IKBKB_S1PR4
398,hsa04068_IL10_FOXO3,hsa04068,IL10,FOXO3,hsa04068_IL10_FOXO3
399,hsa04068_IL6_FOXO3,hsa04068,IL6,FOXO3,hsa04068_IL6_FOXO3
400,hsa04068_IRS4+IRS4+IRS4+IRS4+IRS4+IRS4_PIK3CA+PIK3CB+PIK3CD+PIK3R1+PIK3R2+PIK3R3,hsa04068,IRS4;IRS4;IRS4;IRS4;IRS4;IRS4,PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3,hsa04068_IRS4_PIK3CA;hsa04068_IRS4_PIK3CB;hsa04068_IRS4_PIK3CD;hsa04068_IRS4_PIK3R1;hsa04068_IRS4_PIK3R2;hsa04068_IRS4_PIK3R3
401,hsa04068_MAP2K1+MAP2K2_ATG12+ATG12,hsa04068,MAP2K1;MAP2K2,ATG12;ATG12,hsa04068_MAP2K1_ATG12;hsa04068_MAP2K2_ATG12
402,hsa04068_MAP2K1+MAP2K2_ATM+ATM,hsa04068,MAP2K1;MAP2K2,ATM;ATM,hsa04068_MAP2K1_ATM;hsa04068_MAP2K2_ATM
403,hsa04068_MAP2K1+MAP2K2_BCL6+BCL6,hsa04068,MAP2K1;MAP2K2,BCL6;BCL6,hsa04068_MAP2K1_BCL6;hsa04068_MAP2K2_BCL6
404,hsa04068_MAP2K1+MAP2K2_FASLG+FASLG,hsa04068,MAP2K1;MAP2K2,FASLG;FASLG,hsa04068_MAP2K1_FASLG;hsa04068_MAP2K2_FASLG
405,hsa04068_MAP2K1+MAP2K1+MAP2K2+MAP2K2_FOXO1+FOXO3+FOXO1+FOXO3,hsa04068,MAP2K1;MAP2K1;MAP2K2;MAP2K2,FOXO1;FOXO3;FOXO1;FOXO3,hsa04068_MAP2K1_FOXO1;hsa04068_MAP2K1_FOXO3;hsa04068_MAP2K2_FOXO1;hsa04068_MAP2K2_FOXO3
406,hsa04068_MAP2K1+MAP2K1+MAP2K1+MAP2K2+MAP2K2+MAP2K2_GADD45A+GADD45B+GADD45G+GADD45A+GADD45B+GADD45G,hsa04068,MAP2K1;MAP2K1;MAP2K1;MAP2K2;MAP2K2;MAP2K2,GADD45A;GADD45B;GADD45G;GADD45A;GADD45B;GADD45G,hsa04068_MAP2K1_GADD45A;hsa04068_MAP2K1_GADD45B;hsa04068_MAP2K1_GADD45G;hsa04068_MAP2K2_GADD45A;hsa04068_MAP2K2_GADD45B;hsa04068_MAP2K2_GADD45G
407,hsa04068_MAP2K1+MAP2K2_IL7R+IL7R,hsa04068,MAP2K1;MAP2K2,IL7R;IL7R,hsa04068_MAP2K1_IL7R;hsa04068_MAP2K2_IL7R
408,hsa04068_MAP2K1+MAP2K2_KLF2+KLF2,hsa04068,MAP2K1;MAP2K2,KLF2;KLF2,hsa04068_MAP2K1_KLF2;hsa04068_MAP2K2_KLF2
409,hsa04068_MAP2K1+MAP2K2_RBL2+RBL2,hsa04068,MAP2K1;MAP2K2,RBL2;RBL2,hsa04068_MAP2K1_RBL2;hsa04068_MAP2K2_RBL2
410,hsa04068_MAP2K1+MAP2K2_S1PR4+S1PR4,hsa04068,MAP2K1;MAP2K2,S1PR4;S1PR4,hsa04068_MAP2K1_S1PR4;hsa04068_MAP2K2_S1PR4
411,hsa04068_MAPK10+MAPK8+MAPK9_FOXO3+FOXO3+FOXO3,hsa04068,MAPK10;MAPK8;MAPK9,FOXO3;FOXO3;FOXO3,hsa04068_MAPK10_FOXO3;hsa04068_MAPK8_FOXO3;hsa04068_MAPK9_FOXO3
412,hsa04068_MAPK11+MAPK12+MAPK13+MAPK14_FOXO3+FOXO3+FOXO3+FOXO3,hsa04068,MAPK11;MAPK12;MAPK13;MAPK14,FOXO3;FOXO3;FOXO3;FOXO3,hsa04068_MAPK11_FOXO3;hsa04068_MAPK12_FOXO3;hsa04068_MAPK13_FOXO3;hsa04068_MAPK14_FOXO3
413,hsa04068_MAPK1+MAPK3_FOXO3+FOXO3,hsa04068,MAPK1;MAPK3,FOXO3;FOXO3,hsa04068_MAPK1_FOXO3;hsa04068_MAPK3_FOXO3
414,hsa04068_RAF1_ATG12,hsa04068,RAF1,ATG12,hsa04068_RAF1_ATG12
415,hsa04068_RAF1_ATM,hsa04068,RAF1,ATM,hsa04068_RAF1_ATM
416,hsa04068_RAF1_BCL6,hsa04068,RAF1,BCL6,hsa04068_RAF1_BCL6
417,hsa04068_RAF1_FASLG,hsa04068,RAF1,FASLG,hsa04068_RAF1_FASLG
418,hsa04068_RAF1+RAF1_FOXO1+FOXO3,hsa04068,RAF1;RAF1,FOXO1;FOXO3,hsa04068_RAF1_FOXO1;hsa04068_RAF1_FOXO3
419,hsa04068_RAF1+RAF1+RAF1_GADD45A+GADD45B+GADD45G,hsa04068,RAF1;RAF1;RAF1,GADD45A;GADD45B;GADD45G,hsa04068_RAF1_GADD45A;hsa04068_RAF1_GADD45B;hsa04068_RAF1_GADD45G
420,hsa04068_RAF1_IL7R,hsa04068,RAF1,IL7R,hsa04068_RAF1_IL7R
421,hsa04068_RAF1_KLF2,hsa04068,RAF1,KLF2,hsa04068_RAF1_KLF2
422,hsa04068_RAF1_RBL2,hsa04068,RAF1,RBL2,hsa04068_RAF1_RBL2
423,hsa04068_RAF1_S1PR4,hsa04068,RAF1,S1PR4,hsa04068_RAF1_S1PR4
424,hsa04068_SGK1_FOXO3,hsa04068,SGK1,FOXO3,hsa04068_SGK1_FOXO3
425,hsa04068_STAT3_FOXO3,hsa04068,STAT3,FOXO3,hsa04068_STAT3_FOXO3
426,hsa04068_STK4_FOXO3,hsa04068,STK4,FOXO3,hsa04068_STK4_FOXO3
427,hsa04071_AKT1+AKT2+AKT3_TP53+TP53+TP53,hsa04071,AKT1;AKT2;AKT3,TP53;TP53;TP53,hsa04071_AKT1_TP53;hsa04071_AKT2_TP53;hsa04071_AKT3_TP53
428,hsa04071_BCL2_TP53,hsa04071,BCL2,TP53,hsa04071_BCL2_TP53
429,hsa04071_MAPK11+MAPK12+MAPK13+MAPK14_TP53+TP53+TP53+TP53,hsa04071,MAPK11;MAPK12;MAPK13;MAPK14,TP53;TP53;TP53;TP53,hsa04071_MAPK11_TP53;hsa04071_MAPK12_TP53;hsa04071_MAPK13_TP53;hsa04071_MAPK14_TP53
430,hsa04071_PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1_RAC1+RAC2+RAC3+RAC1+RAC2+RAC3,hsa04071,PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1,RAC1;RAC2;RAC3;RAC1;RAC2;RAC3,hsa04071_PIK3CA_RAC1;hsa04071_PIK3CA_RAC2;hsa04071_PIK3CA_RAC3;hsa04071_PIK3R1_RAC1;hsa04071_PIK3R1_RAC2;hsa04071_PIK3R1_RAC3
431,hsa04071_PPP2R1A_TP53,hsa04071,PPP2R1A,TP53,hsa04071_PPP2R1A_TP53
432,hsa04071_PRKCZ_TP53,hsa04071,PRKCZ,TP53,hsa04071_PRKCZ_TP53
433,hsa04071_RHOA+RHOA_NFKB1+RELA,hsa04071,RHOA;RHOA,NFKB1;RELA,hsa04071_RHOA_NFKB1;hsa04071_RHOA_RELA
434,hsa04071_ROCK1+ROCK1+ROCK2+ROCK2_NFKB1+RELA+NFKB1+RELA,hsa04071,ROCK1;ROCK1;ROCK2;ROCK2,NFKB1;RELA;NFKB1;RELA,hsa04071_ROCK1_NFKB1;hsa04071_ROCK1_RELA;hsa04071_ROCK2_NFKB1;hsa04071_ROCK2_RELA
435,hsa04071_S1PR4+S1PR4_NFKB1+RELA,hsa04071,S1PR4;S1PR4,NFKB1;RELA,hsa04071_S1PR4_NFKB1;hsa04071_S1PR4_RELA
