BlockName	Pathway	Length	Genes
hsa04024_RAP1A_CREB1	hsa04024	4	BRAF*CREB1*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1A
hsa04024_RAP1A_FOS	hsa04024	5	BRAF*CREB1*CREB3*CREB3L1*CREB3L2*CREB3L3*CREB3L4*CREB5*FOS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1A
hsa04024_RAP1A_JUN	hsa04024	5	BRAF*CREB1*CREB3*CREB3L1*CREB3L2*CREB3L3*CREB3L4*CREB5*JUN*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1A
hsa04024_RAP1B_CREB1	hsa04024	4	BRAF*CREB1*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1B
hsa04024_RAP1B_FOS	hsa04024	5	BRAF*CREB1*CREB3*CREB3L1*CREB3L2*CREB3L3*CREB3L4*CREB5*FOS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1B
hsa04024_RAP1B_JUN	hsa04024	5	BRAF*CREB1*CREB3*CREB3L1*CREB3L2*CREB3L3*CREB3L4*CREB5*JUN*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1*RAP1B
hsa04062_AKT1_FOXO3	hsa04062	1	AKT1*FOXO3
hsa04062_AKT1_GSK3B	hsa04062	1	AKT1*GSK3B
hsa04062_AKT1_NFKB1	hsa04062	3	AKT1*CHUK*IKBKB*IKBKG*NFKB1*NFKBIA*NFKBIB
hsa04062_AKT1_RELA	hsa04062	3	AKT1*CHUK*IKBKB*IKBKG*NFKBIA*NFKBIB*RELA
hsa04062_AKT2_FOXO3	hsa04062	1	AKT2*FOXO3
hsa04062_AKT2_GSK3B	hsa04062	1	AKT2*GSK3B
hsa04062_AKT2_NFKB1	hsa04062	3	AKT2*CHUK*IKBKB*IKBKG*NFKB1*NFKBIA*NFKBIB
hsa04062_AKT2_RELA	hsa04062	3	AKT2*CHUK*IKBKB*IKBKG*NFKBIA*NFKBIB*RELA
hsa04062_AKT3_FOXO3	hsa04062	1	AKT3*FOXO3
hsa04062_AKT3_NFKB1	hsa04062	3	AKT3*CHUK*IKBKB*IKBKG*NFKB1*NFKBIA*NFKBIB
hsa04062_AKT3_RELA	hsa04062	3	AKT3*CHUK*IKBKB*IKBKG*NFKBIA*NFKBIB*RELA
hsa04062_ARRB1_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*ARRB1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_ARRB1_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*ARRB1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_ARRB1_RELA	hsa04062	8	AKT1*AKT2*AKT3*ARRB1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_ARRB1_STAT3	hsa04062	3	ARRB1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_ARRB1_STAT5B	hsa04062	3	ARRB1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_ARRB2_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*ARRB2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_ARRB2_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*ARRB2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_ARRB2_RELA	hsa04062	8	AKT1*AKT2*AKT3*ARRB2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_ARRB2_STAT3	hsa04062	3	ARRB2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_ARRB2_STAT5B	hsa04062	3	ARRB2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL13_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL13*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL13_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL13*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL13_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL13*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL13_STAT3	hsa04062	3	CCL13*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL13_STAT5B	hsa04062	3	CCL13*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL17_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL17*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL17_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL17*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL17_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL17*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL17_STAT3	hsa04062	3	CCL17*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL17_STAT5B	hsa04062	3	CCL17*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL19_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL19*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL19_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL19*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL19_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL19*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL19_STAT3	hsa04062	3	CCL19*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL19_STAT5B	hsa04062	3	CCL19*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL21_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL21*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL21_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL21*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL21_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL21*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL21_STAT3	hsa04062	3	CCL21*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL21_STAT5B	hsa04062	3	CCL21*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL22_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL22*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL22_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL22*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL22_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL22*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL22_STAT3	hsa04062	3	CCL22*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL22_STAT5B	hsa04062	3	CCL22*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL2_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL2_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL2_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL2_STAT3	hsa04062	3	CCL2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL2_STAT5B	hsa04062	3	CCL2*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL3L1_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL3L1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL3L1_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL3L1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL3L1_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL3L1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL3L1_STAT3	hsa04062	3	CCL3L1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
hsa04062_CCL3L1_STAT5B	hsa04062	3	CCL3L1*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT5B*XCR1
hsa04062_CCL3L3_FOXO3	hsa04062	6	AKT1*AKT2*AKT3*CCL3L3*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*FOXO3*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*LYN*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL3L3_NFKB1	hsa04062	8	AKT1*AKT2*AKT3*CCL3L3*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKB1*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*SRC*XCR1
hsa04062_CCL3L3_RELA	hsa04062	8	AKT1*AKT2*AKT3*CCL3L3*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CHUK*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*FGR*GNAI1*GNAI2*GNAI3*GNB1*GNB2*GNB3*GNB4*GNB5*GNG10*GNG11*GNG12*GNG13*GNG2*GNG3*GNG4*GNG5*GNG7*GNG8*GNGT1*GNGT2*HCK*IKBKB*IKBKG*LYN*NFKBIA*NFKBIB*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RELA*SRC*XCR1
hsa04062_CCL3L3_STAT3	hsa04062	3	CCL3L3*CCR1*CCR10*CCR2*CCR3*CCR4*CCR5*CCR6*CCR7*CCR8*CCR9*CX3CR1*CXCR1*CXCR2*CXCR3*CXCR4*CXCR5*CXCR6*JAK2*JAK3*STAT3*XCR1
