,BlockName,Pathway,Sources,Targets,SubpathwayBlocks
344,hsa04024_MAP2K1+MAP2K2_FOS+FOS,hsa04024,MAP2K1;MAP2K2,FOS;FOS,hsa04024_MAP2K1_FOS;hsa04024_MAP2K2_FOS
345,hsa04024_MAP2K1+MAP2K2_JUN+JUN,hsa04024,MAP2K1;MAP2K2,JUN;JUN,hsa04024_MAP2K1_JUN;hsa04024_MAP2K2_JUN
346,hsa04024_MAPK1+MAPK3_CREB1+CREB1,hsa04024,MAPK1;MAPK3,CREB1;CREB1,hsa04024_MAPK1_CREB1;hsa04024_MAPK3_CREB1
347,hsa04024_MAPK1+MAPK3_FOS+FOS,hsa04024,MAPK1;MAPK3,FOS;FOS,hsa04024_MAPK1_FOS;hsa04024_MAPK3_FOS
348,hsa04024_MAPK1+MAPK3_JUN+JUN,hsa04024,MAPK1;MAPK3,JUN;JUN,hsa04024_MAPK1_JUN;hsa04024_MAPK3_JUN
349,hsa04024_PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1_AKT1+AKT2+AKT3+AKT1+AKT2+AKT3,hsa04024,PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1,AKT1;AKT2;AKT3;AKT1;AKT2;AKT3,hsa04024_PIK3CA_AKT1;hsa04024_PIK3CA_AKT2;hsa04024_PIK3CA_AKT3;hsa04024_PIK3R1_AKT1;hsa04024_PIK3R1_AKT2;hsa04024_PIK3R1_AKT3
350,hsa04024_PRKACA+PRKACB+PRKACG_CREB1+CREB1+CREB1,hsa04024,PRKACA;PRKACB;PRKACG,CREB1;CREB1;CREB1,hsa04024_PRKACA_CREB1;hsa04024_PRKACB_CREB1;hsa04024_PRKACG_CREB1
351,hsa04024_PRKACA+PRKACB+PRKACG_EP300+EP300+EP300,hsa04024,PRKACA;PRKACB;PRKACG,EP300;EP300;EP300,hsa04024_PRKACA_EP300;hsa04024_PRKACB_EP300;hsa04024_PRKACG_EP300
352,hsa04024_PRKACA+PRKACB+PRKACG_FOS+FOS+FOS,hsa04024,PRKACA;PRKACB;PRKACG,FOS;FOS;FOS,hsa04024_PRKACA_FOS;hsa04024_PRKACB_FOS;hsa04024_PRKACG_FOS
353,hsa04024_PRKACA+PRKACB+PRKACG_GLI1+GLI1+GLI1,hsa04024,PRKACA;PRKACB;PRKACG,GLI1;GLI1;GLI1,hsa04024_PRKACA_GLI1;hsa04024_PRKACB_GLI1;hsa04024_PRKACG_GLI1
354,hsa04024_PRKACA+PRKACB+PRKACG_JUN+JUN+JUN,hsa04024,PRKACA;PRKACB;PRKACG,JUN;JUN;JUN,hsa04024_PRKACA_JUN;hsa04024_PRKACB_JUN;hsa04024_PRKACG_JUN
355,hsa04024_PRKACA+PRKACA+PRKACB+PRKACB+PRKACG+PRKACG_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04024,PRKACA;PRKACA;PRKACB;PRKACB;PRKACG;PRKACG,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04024_PRKACA_NFKB1;hsa04024_PRKACA_RELA;hsa04024_PRKACB_NFKB1;hsa04024_PRKACB_RELA;hsa04024_PRKACG_NFKB1;hsa04024_PRKACG_RELA
356,hsa04024_RAF1_BDNF,hsa04024,RAF1,BDNF,hsa04024_RAF1_BDNF
357,hsa04024_RAF1+RAF1+RAF1+RAF1+RAF1+RAF1+RAF1_CREB1+CREB3+CREB3L1+CREB3L2+CREB3L3+CREB3L4+CREB5,hsa04024,RAF1;RAF1;RAF1;RAF1;RAF1;RAF1;RAF1,CREB1;CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4;CREB5,hsa04024_RAF1_CREB1;hsa04024_RAF1_CREB3;hsa04024_RAF1_CREB3L1;hsa04024_RAF1_CREB3L2;hsa04024_RAF1_CREB3L3;hsa04024_RAF1_CREB3L4;hsa04024_RAF1_CREB5
358,hsa04024_RAF1_FOS,hsa04024,RAF1,FOS,hsa04024_RAF1_FOS
359,hsa04024_RAF1_JUN,hsa04024,RAF1,JUN,hsa04024_RAF1_JUN
360,hsa04024_RAP1A+RAP1B_CREB1+CREB1,hsa04024,RAP1A;RAP1B,CREB1;CREB1,hsa04024_RAP1A_CREB1;hsa04024_RAP1B_CREB1
361,hsa04024_RAP1A+RAP1B_FOS+FOS,hsa04024,RAP1A;RAP1B,FOS;FOS,hsa04024_RAP1A_FOS;hsa04024_RAP1B_FOS
362,hsa04024_RAP1A+RAP1B_JUN+JUN,hsa04024,RAP1A;RAP1B,JUN;JUN,hsa04024_RAP1A_JUN;hsa04024_RAP1B_JUN
363,hsa04062_AKT1+AKT2+AKT3_FOXO3+FOXO3+FOXO3,hsa04062,AKT1;AKT2;AKT3,FOXO3;FOXO3;FOXO3,hsa04062_AKT1_FOXO3;hsa04062_AKT2_FOXO3;hsa04062_AKT3_FOXO3
364,hsa04062_AKT1+AKT2_GSK3B+GSK3B,hsa04062,AKT1;AKT2,GSK3B;GSK3B,hsa04062_AKT1_GSK3B;hsa04062_AKT2_GSK3B
365,hsa04062_AKT1+AKT1+AKT2+AKT2+AKT3+AKT3_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04062,AKT1;AKT1;AKT2;AKT2;AKT3;AKT3,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04062_AKT1_NFKB1;hsa04062_AKT1_RELA;hsa04062_AKT2_NFKB1;hsa04062_AKT2_RELA;hsa04062_AKT3_NFKB1;hsa04062_AKT3_RELA
366,hsa04062_ARRB1+ARRB2_FOXO3+FOXO3,hsa04062,ARRB1;ARRB2,FOXO3;FOXO3,hsa04062_ARRB1_FOXO3;hsa04062_ARRB2_FOXO3
367,hsa04062_ARRB1+ARRB1+ARRB2+ARRB2_NFKB1+RELA+NFKB1+RELA,hsa04062,ARRB1;ARRB1;ARRB2;ARRB2,NFKB1;RELA;NFKB1;RELA,hsa04062_ARRB1_NFKB1;hsa04062_ARRB1_RELA;hsa04062_ARRB2_NFKB1;hsa04062_ARRB2_RELA
368,hsa04062_ARRB1+ARRB1+ARRB2+ARRB2_STAT3+STAT5B+STAT3+STAT5B,hsa04062,ARRB1;ARRB1;ARRB2;ARRB2,STAT3;STAT5B;STAT3;STAT5B,hsa04062_ARRB1_STAT3;hsa04062_ARRB1_STAT5B;hsa04062_ARRB2_STAT3;hsa04062_ARRB2_STAT5B
369,hsa04062_CCL13+CCL17+CCL19+CCL21+CCL22+CCL2+CCL3L1+CCL3L3+CCL3+CCL4L1+CCL4L2+CCL4+CCL5+CXCL10+CXCL12+CXCL1+CXCL2+CXCL3+CXCL8_FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3,hsa04062,CCL13;CCL17;CCL19;CCL21;CCL22;CCL2;CCL3L1;CCL3L3;CCL3;CCL4L1;CCL4L2;CCL4;CCL5;CXCL10;CXCL12;CXCL1;CXCL2;CXCL3;CXCL8,FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3,hsa04062_CCL13_FOXO3;hsa04062_CCL17_FOXO3;hsa04062_CCL19_FOXO3;hsa04062_CCL21_FOXO3;hsa04062_CCL22_FOXO3;hsa04062_CCL2_FOXO3;hsa04062_CCL3L1_FOXO3;hsa04062_CCL3L3_FOXO3;hsa04062_CCL3_FOXO3;hsa04062_CCL4L1_FOXO3;hsa04062_CCL4L2_FOXO3;hsa04062_CCL4_FOXO3;hsa04062_CCL5_FOXO3;hsa04062_CXCL10_FOXO3;hsa04062_CXCL12_FOXO3;hsa04062_CXCL1_FOXO3;hsa04062_CXCL2_FOXO3;hsa04062_CXCL3_FOXO3;hsa04062_CXCL8_FOXO3
370,hsa04062_CCL13+CCL13+CCL17+CCL17+CCL19+CCL19+CCL21+CCL21+CCL22+CCL22+CCL2+CCL2+CCL3L1+CCL3L1+CCL3L3+CCL3L3+CCL3+CCL3+CCL4L1+CCL4L1+CCL4L2+CCL4L2+CCL4+CCL4+CCL5+CCL5+CXCL10+CXCL10+CXCL12+CXCL12+CXCL1+CXCL1+CXCL2+CXCL2+CXCL3+CXCL3+CXCL8+CXCL8_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04062,CCL13;CCL13;CCL17;CCL17;CCL19;CCL19;CCL21;CCL21;CCL22;CCL22;CCL2;CCL2;CCL3L1;CCL3L1;CCL3L3;CCL3L3;CCL3;CCL3;CCL4L1;CCL4L1;CCL4L2;CCL4L2;CCL4;CCL4;CCL5;CCL5;CXCL10;CXCL10;CXCL12;CXCL12;CXCL1;CXCL1;CXCL2;CXCL2;CXCL3;CXCL3;CXCL8;CXCL8,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04062_CCL13_NFKB1;hsa04062_CCL13_RELA;hsa04062_CCL17_NFKB1;hsa04062_CCL17_RELA;hsa04062_CCL19_NFKB1;hsa04062_CCL19_RELA;hsa04062_CCL21_NFKB1;hsa04062_CCL21_RELA;hsa04062_CCL22_NFKB1;hsa04062_CCL22_RELA;hsa04062_CCL2_NFKB1;hsa04062_CCL2_RELA;hsa04062_CCL3L1_NFKB1;hsa04062_CCL3L1_RELA;hsa04062_CCL3L3_NFKB1;hsa04062_CCL3L3_RELA;hsa04062_CCL3_NFKB1;hsa04062_CCL3_RELA;hsa04062_CCL4L1_NFKB1;hsa04062_CCL4L1_RELA;hsa04062_CCL4L2_NFKB1;hsa04062_CCL4L2_RELA;hsa04062_CCL4_NFKB1;hsa04062_CCL4_RELA;hsa04062_CCL5_NFKB1;hsa04062_CCL5_RELA;hsa04062_CXCL10_NFKB1;hsa04062_CXCL10_RELA;hsa04062_CXCL12_NFKB1;hsa04062_CXCL12_RELA;hsa04062_CXCL1_NFKB1;hsa04062_CXCL1_RELA;hsa04062_CXCL2_NFKB1;hsa04062_CXCL2_RELA;hsa04062_CXCL3_NFKB1;hsa04062_CXCL3_RELA;hsa04062_CXCL8_NFKB1;hsa04062_CXCL8_RELA
371,hsa04062_CCL13+CCL13+CCL17+CCL17+CCL19+CCL19+CCL21+CCL21+CCL22+CCL22+CCL2+CCL2+CCL3L1+CCL3L1+CCL3L3+CCL3L3+CCL3+CCL3+CCL4L1+CCL4L1+CCL4L2+CCL4L2+CCL4+CCL4+CCL5+CCL5+CXCL10+CXCL10+CXCL12+CXCL12+CXCL1+CXCL1+CXCL2+CXCL2+CXCL3+CXCL3+CXCL8+CXCL8_STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B+STAT3+STAT5B,hsa04062,CCL13;CCL13;CCL17;CCL17;CCL19;CCL19;CCL21;CCL21;CCL22;CCL22;CCL2;CCL2;CCL3L1;CCL3L1;CCL3L3;CCL3L3;CCL3;CCL3;CCL4L1;CCL4L1;CCL4L2;CCL4L2;CCL4;CCL4;CCL5;CCL5;CXCL10;CXCL10;CXCL12;CXCL12;CXCL1;CXCL1;CXCL2;CXCL2;CXCL3;CXCL3;CXCL8;CXCL8,STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B;STAT3;STAT5B,hsa04062_CCL13_STAT3;hsa04062_CCL13_STAT5B;hsa04062_CCL17_STAT3;hsa04062_CCL17_STAT5B;hsa04062_CCL19_STAT3;hsa04062_CCL19_STAT5B;hsa04062_CCL21_STAT3;hsa04062_CCL21_STAT5B;hsa04062_CCL22_STAT3;hsa04062_CCL22_STAT5B;hsa04062_CCL2_STAT3;hsa04062_CCL2_STAT5B;hsa04062_CCL3L1_STAT3;hsa04062_CCL3L1_STAT5B;hsa04062_CCL3L3_STAT3;hsa04062_CCL3L3_STAT5B;hsa04062_CCL3_STAT3;hsa04062_CCL3_STAT5B;hsa04062_CCL4L1_STAT3;hsa04062_CCL4L1_STAT5B;hsa04062_CCL4L2_STAT3;hsa04062_CCL4L2_STAT5B;hsa04062_CCL4_STAT3;hsa04062_CCL4_STAT5B;hsa04062_CCL5_STAT3;hsa04062_CCL5_STAT5B;hsa04062_CXCL10_STAT3;hsa04062_CXCL10_STAT5B;hsa04062_CXCL12_STAT3;hsa04062_CXCL12_STAT5B;hsa04062_CXCL1_STAT3;hsa04062_CXCL1_STAT5B;hsa04062_CXCL2_STAT3;hsa04062_CXCL2_STAT5B;hsa04062_CXCL3_STAT3;hsa04062_CXCL3_STAT5B;hsa04062_CXCL8_STAT3;hsa04062_CXCL8_STAT5B
372,hsa04062_CHUK+CHUK+IKBKB+IKBKB+IKBKG+IKBKG_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04062,CHUK;CHUK;IKBKB;IKBKB;IKBKG;IKBKG,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04062_CHUK_NFKB1;hsa04062_CHUK_RELA;hsa04062_IKBKB_NFKB1;hsa04062_IKBKB_RELA;hsa04062_IKBKG_NFKB1;hsa04062_IKBKG_RELA
373,hsa04062_CXCR4+CXCR4_CRK+CRKL,hsa04062,CXCR4;CXCR4,CRK;CRKL,hsa04062_CXCR4_CRK;hsa04062_CXCR4_CRKL
374,hsa04062_CXCR4_FOXO3,hsa04062,CXCR4,FOXO3,hsa04062_CXCR4_FOXO3
375,hsa04062_CXCR4_GSK3B,hsa04062,CXCR4,GSK3B,hsa04062_CXCR4_GSK3B
376,hsa04062_CXCR4+CXCR4_MAPK1+MAPK3,hsa04062,CXCR4;CXCR4,MAPK1;MAPK3,hsa04062_CXCR4_MAPK1;hsa04062_CXCR4_MAPK3
377,hsa04062_CXCR4+CXCR4_NFKB1+RELA,hsa04062,CXCR4;CXCR4,NFKB1;RELA,hsa04062_CXCR4_NFKB1;hsa04062_CXCR4_RELA
378,hsa04062_CXCR4_PAK1,hsa04062,CXCR4,PAK1,hsa04062_CXCR4_PAK1
379,hsa04062_CXCR4_PARD3,hsa04062,CXCR4,PARD3,hsa04062_CXCR4_PARD3
380,hsa04062_CXCR4+CXCR4+CXCR4_PRKACA+PRKACB+PRKACG,hsa04062,CXCR4;CXCR4;CXCR4,PRKACA;PRKACB;PRKACG,hsa04062_CXCR4_PRKACA;hsa04062_CXCR4_PRKACB;hsa04062_CXCR4_PRKACG
381,hsa04062_CXCR4_PXN,hsa04062,CXCR4,PXN,hsa04062_CXCR4_PXN
382,hsa04062_CXCR4+CXCR4_ROCK1+ROCK2,hsa04062,CXCR4;CXCR4,ROCK1;ROCK2,hsa04062_CXCR4_ROCK1;hsa04062_CXCR4_ROCK2
383,hsa04062_CXCR4+CXCR4+CXCR4+CXCR4_STAT1+STAT2+STAT3+STAT5B,hsa04062,CXCR4;CXCR4;CXCR4;CXCR4,STAT1;STAT2;STAT3;STAT5B,hsa04062_CXCR4_STAT1;hsa04062_CXCR4_STAT2;hsa04062_CXCR4_STAT3;hsa04062_CXCR4_STAT5B
384,hsa04062_HRAS+HRAS+KRAS+KRAS_MAPK1+MAPK3+MAPK1+MAPK3,hsa04062,HRAS;HRAS;KRAS;KRAS,MAPK1;MAPK3;MAPK1;MAPK3,hsa04062_HRAS_MAPK1;hsa04062_HRAS_MAPK3;hsa04062_KRAS_MAPK1;hsa04062_KRAS_MAPK3
385,hsa04062_JAK2+JAK2+JAK2+JAK2_STAT1+STAT2+STAT3+STAT5B,hsa04062,JAK2;JAK2;JAK2;JAK2,STAT1;STAT2;STAT3;STAT5B,hsa04062_JAK2_STAT1;hsa04062_JAK2_STAT2;hsa04062_JAK2_STAT3;hsa04062_JAK2_STAT5B
386,hsa04062_MAP2K1+MAP2K1_MAPK1+MAPK3,hsa04062,MAP2K1;MAP2K1,MAPK1;MAPK3,hsa04062_MAP2K1_MAPK1;hsa04062_MAP2K1_MAPK3
387,hsa04062_NFKBIA+NFKBIA+NFKBIB+NFKBIB_NFKB1+RELA+NFKB1+RELA,hsa04062,NFKBIA;NFKBIA;NFKBIB;NFKBIB,NFKB1;RELA;NFKB1;RELA,hsa04062_NFKBIA_NFKB1;hsa04062_NFKBIA_RELA;hsa04062_NFKBIB_NFKB1;hsa04062_NFKBIB_RELA
388,hsa04062_PIK3CA+PIK3CA+PIK3R1+PIK3R1_CRK+CRKL+CRK+CRKL,hsa04062,PIK3CA;PIK3CA;PIK3R1;PIK3R1,CRK;CRKL;CRK;CRKL,hsa04062_PIK3CA_CRK;hsa04062_PIK3CA_CRKL;hsa04062_PIK3R1_CRK;hsa04062_PIK3R1_CRKL
389,hsa04062_PIK3CA+PIK3CB+PIK3CD+PIK3R1+PIK3R2+PIK3R3_FOXO3+FOXO3+FOXO3+FOXO3+FOXO3+FOXO3,hsa04062,PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3,FOXO3;FOXO3;FOXO3;FOXO3;FOXO3;FOXO3,hsa04062_PIK3CA_FOXO3;hsa04062_PIK3CB_FOXO3;hsa04062_PIK3CD_FOXO3;hsa04062_PIK3R1_FOXO3;hsa04062_PIK3R2_FOXO3;hsa04062_PIK3R3_FOXO3
390,hsa04062_PIK3CA+PIK3R1_GSK3B+GSK3B,hsa04062,PIK3CA;PIK3R1,GSK3B;GSK3B,hsa04062_PIK3CA_GSK3B;hsa04062_PIK3R1_GSK3B
391,hsa04062_PIK3CA+PIK3CA+PIK3R1+PIK3R1_MAPK1+MAPK3+MAPK1+MAPK3,hsa04062,PIK3CA;PIK3CA;PIK3R1;PIK3R1,MAPK1;MAPK3;MAPK1;MAPK3,hsa04062_PIK3CA_MAPK1;hsa04062_PIK3CA_MAPK3;hsa04062_PIK3R1_MAPK1;hsa04062_PIK3R1_MAPK3
392,hsa04062_PIK3CA+PIK3CA+PIK3CB+PIK3CB+PIK3CD+PIK3CD+PIK3R1+PIK3R1+PIK3R2+PIK3R2+PIK3R3+PIK3R3_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04062,PIK3CA;PIK3CA;PIK3CB;PIK3CB;PIK3CD;PIK3CD;PIK3R1;PIK3R1;PIK3R2;PIK3R2;PIK3R3;PIK3R3,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04062_PIK3CA_NFKB1;hsa04062_PIK3CA_RELA;hsa04062_PIK3CB_NFKB1;hsa04062_PIK3CB_RELA;hsa04062_PIK3CD_NFKB1;hsa04062_PIK3CD_RELA;hsa04062_PIK3R1_NFKB1;hsa04062_PIK3R1_RELA;hsa04062_PIK3R2_NFKB1;hsa04062_PIK3R2_RELA;hsa04062_PIK3R3_NFKB1;hsa04062_PIK3R3_RELA
393,hsa04062_PIK3CA+PIK3R1_PAK1+PAK1,hsa04062,PIK3CA;PIK3R1,PAK1;PAK1,hsa04062_PIK3CA_PAK1;hsa04062_PIK3R1_PAK1
394,hsa04062_PIK3CA+PIK3R1_PARD3+PARD3,hsa04062,PIK3CA;PIK3R1,PARD3;PARD3,hsa04062_PIK3CA_PARD3;hsa04062_PIK3R1_PARD3
395,hsa04062_PIK3CA+PIK3R1_PXN+PXN,hsa04062,PIK3CA;PIK3R1,PXN;PXN,hsa04062_PIK3CA_PXN;hsa04062_PIK3R1_PXN
396,hsa04062_PIK3CA+PIK3CA+PIK3R1+PIK3R1_ROCK1+ROCK2+ROCK1+ROCK2,hsa04062,PIK3CA;PIK3CA;PIK3R1;PIK3R1,ROCK1;ROCK2;ROCK1;ROCK2,hsa04062_PIK3CA_ROCK1;hsa04062_PIK3CA_ROCK2;hsa04062_PIK3R1_ROCK1;hsa04062_PIK3R1_ROCK2
397,hsa04062_PLCG1+PLCG1_CRK+CRKL,hsa04062,PLCG1;PLCG1,CRK;CRKL,hsa04062_PLCG1_CRK;hsa04062_PLCG1_CRKL
398,hsa04062_PLCG1_PXN,hsa04062,PLCG1,PXN,hsa04062_PLCG1_PXN
399,hsa04062_RAF1+RAF1_MAPK1+MAPK3,hsa04062,RAF1;RAF1,MAPK1;MAPK3,hsa04062_RAF1_MAPK1;hsa04062_RAF1_MAPK3
400,hsa04064_BIRC2+BIRC3_BCL2+BCL2,hsa04064,BIRC2;BIRC3,BCL2;BCL2,hsa04064_BIRC2_BCL2;hsa04064_BIRC3_BCL2
401,hsa04064_BIRC2+BIRC3_NFKB1+NFKB1,hsa04064,BIRC2;BIRC3,NFKB1;NFKB1,hsa04064_BIRC2_NFKB1;hsa04064_BIRC3_NFKB1
402,hsa04064_BIRC2+BIRC3_NFKB2+NFKB2,hsa04064,BIRC2;BIRC3,NFKB2;NFKB2,hsa04064_BIRC2_NFKB2;hsa04064_BIRC3_NFKB2
403,hsa04064_BIRC2+BIRC3_RELA+RELA,hsa04064,BIRC2;BIRC3,RELA;RELA,hsa04064_BIRC2_RELA;hsa04064_BIRC3_RELA
404,hsa04064_BTK_BCL2,hsa04064,BTK,BCL2,hsa04064_BTK_BCL2
405,hsa04064_BTK_CCL13,hsa04064,BTK,CCL13,hsa04064_BTK_CCL13
406,hsa04064_BTK_CCL19,hsa04064,BTK,CCL19,hsa04064_BTK_CCL19
407,hsa04064_BTK_CCL21,hsa04064,BTK,CCL21,hsa04064_BTK_CCL21
408,hsa04064_BTK+BTK+BTK_CCL4+CCL4L1+CCL4L2,hsa04064,BTK;BTK;BTK,CCL4;CCL4L1;CCL4L2,hsa04064_BTK_CCL4;hsa04064_BTK_CCL4L1;hsa04064_BTK_CCL4L2
409,hsa04064_BTK+BTK+BTK_CXCL1+CXCL2+CXCL3,hsa04064,BTK;BTK;BTK,CXCL1;CXCL2;CXCL3,hsa04064_BTK_CXCL1;hsa04064_BTK_CXCL2;hsa04064_BTK_CXCL3
410,hsa04064_BTK_CXCL12,hsa04064,BTK,CXCL12,hsa04064_BTK_CXCL12
411,hsa04064_BTK_CXCL8,hsa04064,BTK,CXCL8,hsa04064_BTK_CXCL8
412,hsa04064_BTK+BTK+BTK_GADD45A+GADD45B+GADD45G,hsa04064,BTK;BTK;BTK,GADD45A;GADD45B;GADD45G,hsa04064_BTK_GADD45A;hsa04064_BTK_GADD45B;hsa04064_BTK_GADD45G
413,hsa04064_BTK_IKBKG,hsa04064,BTK,IKBKG,hsa04064_BTK_IKBKG
414,hsa04064_BTK_NFKB1,hsa04064,BTK,NFKB1,hsa04064_BTK_NFKB1
415,hsa04064_BTK_NFKB2,hsa04064,BTK,NFKB2,hsa04064_BTK_NFKB2
416,hsa04064_BTK_PLCG2,hsa04064,BTK,PLCG2,hsa04064_BTK_PLCG2
417,hsa04064_BTK_RELA,hsa04064,BTK,RELA,hsa04064_BTK_RELA
418,hsa04064_BTK+BTK_TAB1+TAB2,hsa04064,BTK;BTK,TAB1;TAB2,hsa04064_BTK_TAB1;hsa04064_BTK_TAB2
419,hsa04064_BTK_TNFAIP3,hsa04064,BTK,TNFAIP3,hsa04064_BTK_TNFAIP3
420,hsa04064_BTK_TRAF2,hsa04064,BTK,TRAF2,hsa04064_BTK_TRAF2
421,hsa04064_CD14_BCL2,hsa04064,CD14,BCL2,hsa04064_CD14_BCL2
422,hsa04064_CD40LG_BCL2,hsa04064,CD40LG,BCL2,hsa04064_CD40LG_BCL2
423,hsa04064_CD40_BCL2,hsa04064,CD40,BCL2,hsa04064_CD40_BCL2
424,hsa04064_CHUK_BCL2,hsa04064,CHUK,BCL2,hsa04064_CHUK_BCL2
425,hsa04064_CHUK_NFKB1,hsa04064,CHUK,NFKB1,hsa04064_CHUK_NFKB1
426,hsa04064_CHUK_NFKB2,hsa04064,CHUK,NFKB2,hsa04064_CHUK_NFKB2
427,hsa04064_CHUK_RELA,hsa04064,CHUK,RELA,hsa04064_CHUK_RELA
428,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_BCL2+BCL2+BCL2+BCL2,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,BCL2;BCL2;BCL2;BCL2,hsa04064_CSNK2A1_BCL2;hsa04064_CSNK2A2_BCL2;hsa04064_CSNK2A3_BCL2;hsa04064_CSNK2B_BCL2
429,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_NFKB1+NFKB1+NFKB1+NFKB1,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,NFKB1;NFKB1;NFKB1;NFKB1,hsa04064_CSNK2A1_NFKB1;hsa04064_CSNK2A2_NFKB1;hsa04064_CSNK2A3_NFKB1;hsa04064_CSNK2B_NFKB1
430,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_NFKB2+NFKB2+NFKB2+NFKB2,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,NFKB2;NFKB2;NFKB2;NFKB2,hsa04064_CSNK2A1_NFKB2;hsa04064_CSNK2A2_NFKB2;hsa04064_CSNK2A3_NFKB2;hsa04064_CSNK2B_NFKB2
431,hsa04064_CSNK2A1+CSNK2A2+CSNK2A3+CSNK2B_RELA+RELA+RELA+RELA,hsa04064,CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B,RELA;RELA;RELA;RELA,hsa04064_CSNK2A1_RELA;hsa04064_CSNK2A2_RELA;hsa04064_CSNK2A3_RELA;hsa04064_CSNK2B_RELA
432,hsa04064_CYLD_BCL2,hsa04064,CYLD,BCL2,hsa04064_CYLD_BCL2
433,hsa04064_CYLD_CCL13,hsa04064,CYLD,CCL13,hsa04064_CYLD_CCL13
434,hsa04064_CYLD_CCL19,hsa04064,CYLD,CCL19,hsa04064_CYLD_CCL19
435,hsa04064_CYLD_CCL21,hsa04064,CYLD,CCL21,hsa04064_CYLD_CCL21
436,hsa04064_CYLD+CYLD+CYLD_CCL4+CCL4L1+CCL4L2,hsa04064,CYLD;CYLD;CYLD,CCL4;CCL4L1;CCL4L2,hsa04064_CYLD_CCL4;hsa04064_CYLD_CCL4L1;hsa04064_CYLD_CCL4L2
437,hsa04064_CYLD+CYLD+CYLD_CXCL1+CXCL2+CXCL3,hsa04064,CYLD;CYLD;CYLD,CXCL1;CXCL2;CXCL3,hsa04064_CYLD_CXCL1;hsa04064_CYLD_CXCL2;hsa04064_CYLD_CXCL3
438,hsa04064_CYLD_CXCL12,hsa04064,CYLD,CXCL12,hsa04064_CYLD_CXCL12
439,hsa04064_CYLD_CXCL8,hsa04064,CYLD,CXCL8,hsa04064_CYLD_CXCL8
