source	target
hsa04062	hsa04620
hsa04062	hsa04625
hsa04062	hsa04657
hsa04062	hsa04660
hsa04062	hsa04662
hsa04062	hsa04915
hsa04062	hsa04919
hsa04062	hsa04921
hsa04062	hsa04926
hsa04062	hsa04668
hsa04062	hsa04371
hsa04062	hsa04722
hsa04062	hsa04912
hsa04062	hsa04928
hsa04062	hsa04068
hsa04062	hsa04350
hsa04062	hsa04917
hsa04062	hsa04114
hsa04062	hsa04210
hsa04062	hsa04510
hsa04062	hsa04910
hsa04062	hsa04151
hsa04062	hsa04310
hsa04062	hsa04390
hsa04062	hsa04550
hsa04062	hsa04115
hsa04062	hsa04064
hsa04062	hsa04066
hsa04062	hsa04621
hsa04062	hsa04920
hsa04062	hsa04144
hsa04062	hsa04015
hsa04062	hsa04020
hsa04062	hsa04630
hsa04062	hsa04810
hsa04062	hsa04072
hsa04062	hsa04540
hsa04062	hsa04110
hsa04062	hsa00983
hsa04062	hsa00230
hsa04062	hsa00240
hsa04062	hsa04530
hsa04062	hsa04666
hsa04062	hsa04725
hsa04062	hsa04071
hsa04062	hsa04140
hsa04062	hsa00860
hsa04062	hsa04922
hsa04062	hsa04340
hsa04062	hsa04261
hsa04062	hsa04141
hsa04371	hsa04218
hsa04371	hsa04115
hsa04371	hsa04620
hsa04371	hsa04928
hsa04371	hsa04010
hsa04371	hsa04012
hsa04371	hsa04151
hsa04371	hsa04066
hsa04371	hsa04014
hsa04371	hsa04015
hsa04371	hsa04020
hsa04371	hsa04810
hsa04371	hsa04630
hsa04371	hsa04912
hsa04371	hsa04072
hsa04371	hsa04510
hsa04371	hsa04540
hsa04371	hsa04915
hsa04371	hsa04110
hsa04371	hsa04310
hsa04371	hsa04390
hsa04371	hsa04919
hsa04371	hsa04350
hsa04371	hsa04550
hsa04371	hsa00230
hsa04371	hsa04114
hsa04371	hsa04068
hsa04371	hsa04725
hsa04371	hsa04210
hsa04371	hsa04140
hsa04371	hsa04064
hsa04371	hsa04722
hsa04371	hsa04330
hsa04371	hsa04530
hsa04371	hsa04340
hsa04064	hsa04657
hsa04064	hsa04010
hsa04064	hsa04370
hsa04064	hsa04662
hsa04064	hsa04926
hsa04064	hsa04620
hsa04064	hsa04071
hsa04064	hsa04668
hsa04064	hsa04151
hsa04064	hsa04625
hsa04064	hsa04919
hsa04064	hsa04218
hsa04064	hsa04115
hsa04064	hsa04621
hsa04064	hsa04062
hsa04064	hsa04722
hsa04064	hsa04066
hsa04064	hsa04920
hsa04064	hsa04014
hsa04064	hsa04622
hsa04064	hsa04012
hsa04064	hsa04015
hsa04064	hsa04630
hsa04064	hsa04928
hsa04064	hsa04020
hsa04064	hsa04810
hsa04064	hsa04912
hsa04064	hsa04915
hsa04064	hsa04072
hsa04064	hsa04510
hsa04064	hsa04540
hsa04064	hsa04921
hsa04064	hsa04110
hsa04064	hsa04310
hsa04064	hsa04350
hsa04064	hsa04390
hsa04064	hsa04550
hsa04064	hsa00983
hsa04064	hsa00230
hsa04064	hsa00240
hsa04064	hsa04068
hsa04064	hsa04114
hsa04064	hsa04530
hsa04064	hsa04666
hsa04064	hsa04917
hsa04064	hsa04210
hsa04064	hsa04725
hsa04064	hsa04140
hsa04064	hsa00860
hsa04621	hsa04010
hsa04621	hsa04064
hsa04621	hsa04622
hsa04621	hsa04630
hsa04621	hsa04917
hsa04621	hsa04668
hsa04621	hsa04151
hsa04621	hsa04218
hsa04621	hsa04115
hsa04621	hsa04066
hsa04621	hsa04062
hsa04621	hsa04014
hsa04621	hsa04015
hsa04621	hsa04020
hsa04621	hsa04810
hsa04621	hsa04928
hsa04621	hsa04915
hsa04621	hsa04068
hsa04621	hsa04350
hsa04621	hsa04110
hsa04621	hsa04012
hsa04621	hsa04550
hsa04621	hsa04919
hsa04621	hsa04310
hsa04621	hsa00983
hsa04621	hsa04114
hsa04621	hsa04530
hsa04621	hsa04666
hsa04621	hsa04210
hsa04621	hsa04261
hsa04621	hsa04510
hsa04621	hsa04725
hsa04621	hsa00860
hsa04920	hsa04722
hsa04920	hsa04910
hsa04920	hsa04926
hsa04920	hsa04660
hsa04920	hsa04662
hsa04920	hsa04062
hsa04920	hsa04621
hsa04920	hsa04622
hsa04920	hsa04064
hsa04920	hsa04620
hsa04920	hsa04625
hsa04920	hsa04630
hsa04920	hsa04915
hsa04920	hsa04066
hsa04920	hsa04210
hsa04920	hsa04550
hsa04920	hsa04917
hsa04920	hsa04151
hsa04920	hsa04919
hsa04920	hsa04218
hsa04920	hsa04115
hsa04920	hsa04010
hsa04920	hsa04014
hsa04920	hsa04015
hsa04920	hsa04020
hsa04920	hsa04810
hsa04920	hsa04510
hsa04920	hsa04928
hsa04920	hsa04912
hsa04920	hsa04921
hsa04920	hsa04068
hsa04920	hsa04110
hsa04920	hsa04012
hsa04920	hsa04350
hsa04920	hsa04310
hsa04920	hsa00230
hsa04920	hsa00240
hsa04920	hsa00983
hsa04920	hsa04114
hsa04920	hsa04666
hsa04920	hsa04530
hsa04920	hsa04071
hsa04920	hsa04725
hsa04920	hsa04141
hsa04920	hsa04140
hsa04920	hsa04340
hsa04920	hsa00860
hsa04068	hsa04010
hsa04068	hsa04115
hsa04068	hsa04630
hsa04068	hsa04218
hsa04068	hsa04625
hsa04068	hsa04622
hsa04068	hsa04071
hsa04068	hsa04928
hsa04068	hsa04014
hsa04068	hsa04015
hsa04068	hsa04020
hsa04068	hsa04151
hsa04068	hsa04510
hsa04068	hsa04066
hsa04068	hsa04072
hsa04068	hsa04540
hsa04068	hsa04810
hsa04068	hsa04144
hsa04068	hsa04915
hsa04068	hsa04110
hsa04068	hsa04550
hsa04068	hsa04310
hsa04068	hsa04350
hsa04068	hsa04390
hsa04068	hsa04114
hsa04068	hsa04530
hsa04068	hsa04666
hsa04068	hsa04917
hsa04068	hsa04210
hsa04068	hsa04140
hsa04068	hsa04064
hsa04068	hsa04141
hsa04068	hsa04722
hsa04068	hsa04725
hsa04068	hsa04660
hsa04068	hsa04926
hsa04068	hsa04062
hsa04068	hsa04620
hsa04068	hsa04662
hsa04068	hsa04919
hsa04068	hsa04910
hsa04917	hsa04218
hsa04917	hsa04115
hsa04917	hsa04066
hsa04917	hsa04630
hsa04917	hsa04912
hsa04917	hsa04915
hsa04917	hsa04010
hsa04917	hsa04014
hsa04917	hsa04015
hsa04917	hsa04020
hsa04917	hsa04151
hsa04917	hsa04921
hsa04917	hsa04928
hsa04917	hsa04510
hsa04917	hsa04110
hsa04917	hsa04310
hsa04917	hsa04350
hsa04917	hsa00230
hsa04917	hsa00983
hsa04917	hsa04114
hsa04917	hsa04530
hsa04917	hsa04810
hsa04917	hsa00232
hsa04917	hsa04210
hsa04917	hsa04064
hsa04917	hsa04261
hsa04917	hsa04141
hsa04917	hsa04722
hsa04917	hsa04625
hsa04917	hsa04144
hsa04917	hsa04068
hsa04917	hsa04550
hsa04917	hsa04725
hsa04917	hsa04660
hsa04917	hsa04926
hsa04917	hsa04062
hsa04917	hsa04620
hsa04917	hsa04662
hsa04917	hsa04919
hsa04917	hsa04910
hsa04917	hsa04072
hsa04917	hsa04621
hsa04917	hsa04920
hsa04917	hsa04012
hsa04917	hsa04540
hsa04917	hsa04390
hsa04917	hsa00240
hsa04917	hsa04666
hsa04917	hsa04071
hsa04917	hsa04140
hsa04917	hsa04340
hsa04917	hsa00860
hsa04350	hsa04110
hsa04350	hsa04218
hsa04350	hsa04310
hsa04350	hsa04115
hsa04350	hsa04010
hsa04350	hsa04014
hsa04350	hsa04015
hsa04350	hsa04020
hsa04350	hsa04151
hsa04350	hsa04510
hsa04350	hsa04810
hsa04350	hsa04912
hsa04350	hsa04630
hsa04350	hsa04012
hsa04350	hsa04915
hsa04350	hsa04928
hsa04350	hsa04390
hsa04350	hsa04550
hsa04350	hsa04114
hsa04350	hsa04530
hsa04350	hsa04917
hsa04350	hsa04340
hsa04350	hsa04210
hsa04350	hsa04072
hsa04350	hsa04540
hsa04350	hsa04068
hsa04910	hsa04218
hsa04910	hsa04115
hsa04910	hsa04928
hsa04910	hsa04915
hsa04910	hsa04010
hsa04910	hsa04014
hsa04910	hsa04015
hsa04910	hsa04020
hsa04910	hsa04072
hsa04910	hsa04151
hsa04910	hsa04510
hsa04910	hsa04540
hsa04910	hsa04630
hsa04910	hsa04810
hsa04910	hsa04066
hsa04910	hsa04912
hsa04910	hsa04390
hsa04910	hsa04110
hsa04910	hsa04012
hsa04910	hsa04350
hsa04910	hsa04919
hsa04910	hsa04310
hsa04910	hsa04068
hsa04910	hsa04114
hsa04910	hsa04530
hsa04910	hsa04666
hsa04910	hsa04917
hsa04910	hsa04141
hsa04910	hsa04210
hsa04910	hsa04722
hsa04910	hsa04064
hsa04910	hsa04550
hsa04910	hsa00230
hsa04910	hsa04140
hsa04340	hsa04151
hsa04340	hsa04310
hsa04340	hsa04390
hsa04340	hsa04550
hsa04340	hsa04660
hsa04340	hsa04071
hsa04340	hsa04625
hsa04340	hsa04919
hsa04340	hsa04218
hsa04340	hsa04115
hsa04340	hsa04144
hsa04340	hsa04010
hsa04340	hsa04014
hsa04340	hsa04015
hsa04340	hsa04066
hsa04340	hsa04630
hsa04340	hsa04912
hsa04340	hsa04915
hsa04340	hsa04012
hsa04340	hsa04928
hsa04340	hsa04110
hsa04340	hsa04024
hsa04340	hsa04350
hsa04340	hsa00230
hsa04340	hsa04068
hsa04340	hsa04114
hsa04340	hsa04810
hsa04340	hsa04530
hsa04340	hsa04666
hsa04340	hsa04917
hsa04340	hsa04657
hsa04340	hsa04210
hsa04340	hsa04725
hsa04340	hsa04722
hsa04340	hsa04510
hsa04340	hsa00860
hsa04622	hsa04630
hsa04622	hsa04010
hsa04622	hsa04668
hsa04622	hsa04071
hsa04622	hsa04218
hsa04622	hsa04620
hsa04622	hsa04625
hsa04622	hsa04657
hsa04622	hsa04660
hsa04622	hsa04926
hsa04622	hsa04012
hsa04622	hsa04722
hsa04622	hsa04912
hsa04622	hsa04151
hsa04622	hsa04919
hsa04622	hsa04115
hsa04622	hsa04621
hsa04622	hsa04064
hsa04622	hsa04062
hsa04622	hsa04066
hsa04622	hsa04920
hsa04622	hsa04014
hsa04622	hsa04015
hsa04622	hsa04928
hsa04622	hsa04020
hsa04622	hsa04810
hsa04622	hsa04915
hsa04622	hsa04072
hsa04622	hsa04510
hsa04622	hsa04540
hsa04622	hsa04921
hsa04622	hsa04350
hsa04622	hsa04068
hsa04622	hsa04917
hsa04622	hsa04310
hsa04622	hsa04110
hsa04622	hsa04390
hsa04622	hsa04550
hsa04622	hsa00983
hsa04622	hsa00230
hsa04622	hsa00240
hsa04622	hsa04114
hsa04622	hsa04910
hsa04622	hsa04530
hsa04622	hsa04666
hsa04622	hsa04210
hsa04622	hsa04140
hsa04622	hsa04725
hsa04622	hsa00860
hsa04622	hsa04141
hsa04022	hsa04010
hsa04022	hsa04012
hsa04022	hsa04014
hsa04022	hsa04024
hsa04022	hsa04218
hsa04022	hsa04620
hsa04022	hsa04625
hsa04022	hsa04657
hsa04022	hsa04660
hsa04022	hsa04662
hsa04022	hsa04915
hsa04022	hsa04919
hsa04022	hsa04921
hsa04022	hsa04926
hsa04022	hsa04668
hsa04022	hsa04371
hsa04022	hsa04722
hsa04022	hsa04912
hsa04022	hsa04928
hsa04022	hsa04068
hsa04022	hsa04350
hsa04022	hsa04917
hsa04022	hsa04114
hsa04022	hsa04210
hsa04022	hsa04510
hsa04022	hsa04910
hsa04152	hsa04218
hsa04152	hsa04151
hsa04152	hsa04115
hsa04152	hsa04010
hsa04152	hsa04014
hsa04152	hsa04015
hsa04152	hsa04915
hsa04152	hsa04020
hsa04152	hsa04810
hsa04152	hsa04928
hsa04152	hsa04066
hsa04152	hsa04630
hsa04152	hsa04510
hsa04152	hsa04110
hsa04152	hsa04012
hsa04152	hsa04919
hsa04152	hsa04390
hsa04152	hsa04350
hsa04152	hsa04310
hsa04152	hsa04114
hsa04152	hsa04068
hsa04152	hsa04530
hsa04152	hsa04917
hsa04152	hsa04140
hsa04152	hsa04210
hsa04152	hsa04064
hsa04152	hsa04071
hsa04152	hsa00860
hsa04152	hsa04625
hsa04152	hsa04725
hsa04152	hsa04660
hsa04152	hsa04926
hsa04152	hsa04062
hsa04152	hsa04620
hsa04152	hsa04662
hsa04152	hsa04722
hsa04152	hsa04910
hsa04330	hsa04066
hsa04330	hsa04630
hsa04330	hsa04928
hsa04330	hsa04310
hsa04330	hsa04110
hsa04330	hsa04350
hsa04330	hsa04012
hsa04330	hsa04114
hsa04330	hsa04068
hsa04330	hsa04115
hsa04330	hsa04151
hsa04330	hsa04218
hsa04330	hsa04530
hsa04330	hsa04810
hsa04330	hsa04510
hsa04330	hsa04064
hsa04330	hsa04210
hsa04664	hsa04010
hsa04664	hsa04012
hsa04664	hsa04620
hsa04664	hsa04625
hsa04664	hsa04657
hsa04664	hsa04660
hsa04664	hsa04668
hsa04664	hsa04722
hsa04664	hsa04912
hsa04664	hsa04926
hsa04664	hsa04068
hsa04664	hsa04917
hsa04664	hsa04910
hsa04664	hsa04530
hsa04664	hsa04140
hsa04664	hsa04210
hsa04664	hsa04919
hsa04664	hsa04921
hsa04664	hsa04066
hsa04664	hsa04510
hsa04664	hsa04071
hsa04664	hsa04218
hsa04664	hsa04151
hsa04664	hsa04014
hsa04664	hsa04062
hsa04664	hsa04152
hsa04664	hsa04371
hsa04664	hsa04662
hsa04664	hsa04114
hsa04664	hsa04725
hsa04370	hsa04140
hsa04370	hsa04151
hsa04370	hsa04210
hsa04370	hsa04066
hsa04370	hsa04630
hsa04370	hsa04144
hsa04370	hsa04110
hsa04370	hsa04350
hsa04370	hsa04218
hsa04370	hsa04064
hsa04370	hsa04022
hsa04370	hsa04530
hsa04370	hsa04010
hsa04370	hsa04722
hsa04370	hsa04620
hsa04370	hsa04666
hsa04370	hsa04810
hsa04370	hsa04510
hsa04150	hsa04310
hsa04150	hsa04010
hsa04150	hsa04912
hsa04150	hsa04919
hsa04150	hsa04921
hsa04150	hsa04926
hsa04150	hsa04071
hsa04150	hsa04625
hsa04150	hsa04152
hsa04150	hsa04066
hsa04150	hsa04068
hsa04150	hsa04530
hsa04150	hsa04810
hsa04150	hsa04510
