,BlockName,Pathway,Sources,Targets,SubpathwayBlocks
419,hsa04014_BDNF+FGF1+IGF1+INS+TGFA+VEGFA+VEGFB+VEGFC+VEGFD_ABL1+ABL1+ABL1+ABL1+ABL1+ABL1+ABL1+ABL1+ABL1,hsa04014,BDNF;FGF1;IGF1;INS;TGFA;VEGFA;VEGFB;VEGFC;VEGFD,ABL1;ABL1;ABL1;ABL1;ABL1;ABL1;ABL1;ABL1;ABL1,hsa04014_BDNF_ABL1;hsa04014_FGF1_ABL1;hsa04014_IGF1_ABL1;hsa04014_INS_ABL1;hsa04014_TGFA_ABL1;hsa04014_VEGFA_ABL1;hsa04014_VEGFB_ABL1;hsa04014_VEGFC_ABL1;hsa04014_VEGFD_ABL1
420,hsa04014_BDNF+FGF1+IGF1+INS+TGFA+VEGFA+VEGFB+VEGFC+VEGFD_ELK1+ELK1+ELK1+ELK1+ELK1+ELK1+ELK1+ELK1+ELK1,hsa04014,BDNF;FGF1;IGF1;INS;TGFA;VEGFA;VEGFB;VEGFC;VEGFD,ELK1;ELK1;ELK1;ELK1;ELK1;ELK1;ELK1;ELK1;ELK1,hsa04014_BDNF_ELK1;hsa04014_FGF1_ELK1;hsa04014_IGF1_ELK1;hsa04014_INS_ELK1;hsa04014_TGFA_ELK1;hsa04014_VEGFA_ELK1;hsa04014_VEGFB_ELK1;hsa04014_VEGFC_ELK1;hsa04014_VEGFD_ELK1
421,hsa04014_BDNF+BDNF+FGF1+FGF1+IGF1+IGF1+INS+INS+TGFA+TGFA+VEGFA+VEGFA+VEGFB+VEGFB+VEGFC+VEGFC+VEGFD+VEGFD_ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2,hsa04014,BDNF;BDNF;FGF1;FGF1;IGF1;IGF1;INS;INS;TGFA;TGFA;VEGFA;VEGFA;VEGFB;VEGFB;VEGFC;VEGFC;VEGFD;VEGFD,ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2,hsa04014_BDNF_ETS1;hsa04014_BDNF_ETS2;hsa04014_FGF1_ETS1;hsa04014_FGF1_ETS2;hsa04014_IGF1_ETS1;hsa04014_IGF1_ETS2;hsa04014_INS_ETS1;hsa04014_INS_ETS2;hsa04014_TGFA_ETS1;hsa04014_TGFA_ETS2;hsa04014_VEGFA_ETS1;hsa04014_VEGFA_ETS2;hsa04014_VEGFB_ETS1;hsa04014_VEGFB_ETS2;hsa04014_VEGFC_ETS1;hsa04014_VEGFC_ETS2;hsa04014_VEGFD_ETS1;hsa04014_VEGFD_ETS2
422,hsa04014_BDNF+FGF1+IGF1+INS+TGFA+VEGFA+VEGFB+VEGFC+VEGFD_REL+REL+REL+REL+REL+REL+REL+REL+REL,hsa04014,BDNF;FGF1;IGF1;INS;TGFA;VEGFA;VEGFB;VEGFC;VEGFD,REL;REL;REL;REL;REL;REL;REL;REL;REL,hsa04014_BDNF_REL;hsa04014_FGF1_REL;hsa04014_IGF1_REL;hsa04014_INS_REL;hsa04014_TGFA_REL;hsa04014_VEGFA_REL;hsa04014_VEGFB_REL;hsa04014_VEGFC_REL;hsa04014_VEGFD_REL
423,hsa04014_CHUK+CHUK+IKBKB+IKBKB+IKBKG+IKBKG_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04014,CHUK;CHUK;IKBKB;IKBKB;IKBKG;IKBKG,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04014_CHUK_NFKB1;hsa04014_CHUK_RELA;hsa04014_IKBKB_NFKB1;hsa04014_IKBKB_RELA;hsa04014_IKBKG_NFKB1;hsa04014_IKBKG_RELA
424,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_ABL1+ABL1+ABL1+ABL1+ABL1,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,ABL1;ABL1;ABL1;ABL1;ABL1,hsa04014_FGFR4_ABL1;hsa04014_FLT4_ABL1;hsa04014_MET_ABL1;hsa04014_NTRK1_ABL1;hsa04014_PDGFRA_ABL1
425,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_AFDN+AFDN+AFDN+AFDN+AFDN,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,AFDN;AFDN;AFDN;AFDN;AFDN,hsa04014_FGFR4_AFDN;hsa04014_FLT4_AFDN;hsa04014_MET_AFDN;hsa04014_NTRK1_AFDN;hsa04014_PDGFRA_AFDN
426,hsa04014_FGFR4+FGFR4+FGFR4+FGFR4+FGFR4+FGFR4+FGFR4+FLT4+FLT4+FLT4+FLT4+FLT4+FLT4+FLT4+MET+MET+MET+MET+MET+MET+MET+NTRK1+NTRK1+NTRK1+NTRK1+NTRK1+NTRK1+NTRK1+PDGFRA+PDGFRA+PDGFRA+PDGFRA+PDGFRA+PDGFRA+PDGFRA_BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6,hsa04014,FGFR4;FGFR4;FGFR4;FGFR4;FGFR4;FGFR4;FGFR4;FLT4;FLT4;FLT4;FLT4;FLT4;FLT4;FLT4;MET;MET;MET;MET;MET;MET;MET;NTRK1;NTRK1;NTRK1;NTRK1;NTRK1;NTRK1;NTRK1;PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA,BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6,hsa04014_FGFR4_BUB1B-PAK6;hsa04014_FGFR4_PAK1;hsa04014_FGFR4_PAK2;hsa04014_FGFR4_PAK3;hsa04014_FGFR4_PAK4;hsa04014_FGFR4_PAK5;hsa04014_FGFR4_PAK6;hsa04014_FLT4_BUB1B-PAK6;hsa04014_FLT4_PAK1;hsa04014_FLT4_PAK2;hsa04014_FLT4_PAK3;hsa04014_FLT4_PAK4;hsa04014_FLT4_PAK5;hsa04014_FLT4_PAK6;hsa04014_MET_BUB1B-PAK6;hsa04014_MET_PAK1;hsa04014_MET_PAK2;hsa04014_MET_PAK3;hsa04014_MET_PAK4;hsa04014_MET_PAK5;hsa04014_MET_PAK6;hsa04014_NTRK1_BUB1B-PAK6;hsa04014_NTRK1_PAK1;hsa04014_NTRK1_PAK2;hsa04014_NTRK1_PAK3;hsa04014_NTRK1_PAK4;hsa04014_NTRK1_PAK5;hsa04014_NTRK1_PAK6;hsa04014_PDGFRA_BUB1B-PAK6;hsa04014_PDGFRA_PAK1;hsa04014_PDGFRA_PAK2;hsa04014_PDGFRA_PAK3;hsa04014_PDGFRA_PAK4;hsa04014_PDGFRA_PAK5;hsa04014_PDGFRA_PAK6
427,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_ELK1+ELK1+ELK1+ELK1+ELK1,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,ELK1;ELK1;ELK1;ELK1;ELK1,hsa04014_FGFR4_ELK1;hsa04014_FLT4_ELK1;hsa04014_MET_ELK1;hsa04014_NTRK1_ELK1;hsa04014_PDGFRA_ELK1
428,hsa04014_FGFR4+FGFR4+FLT4+FLT4+MET+MET+NTRK1+NTRK1+PDGFRA+PDGFRA_ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2+ETS1+ETS2,hsa04014,FGFR4;FGFR4;FLT4;FLT4;MET;MET;NTRK1;NTRK1;PDGFRA;PDGFRA,ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2;ETS1;ETS2,hsa04014_FGFR4_ETS1;hsa04014_FGFR4_ETS2;hsa04014_FLT4_ETS1;hsa04014_FLT4_ETS2;hsa04014_MET_ETS1;hsa04014_MET_ETS2;hsa04014_NTRK1_ETS1;hsa04014_NTRK1_ETS2;hsa04014_PDGFRA_ETS1;hsa04014_PDGFRA_ETS2
429,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_GAB1+GAB1+GAB1+GAB1+GAB1,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,GAB1;GAB1;GAB1;GAB1;GAB1,hsa04014_FGFR4_GAB1;hsa04014_FLT4_GAB1;hsa04014_MET_GAB1;hsa04014_NTRK1_GAB1;hsa04014_PDGFRA_GAB1
430,hsa04014_FGFR4+FGFR4+FGFR4+FLT4+FLT4+FLT4+MET+MET+MET+NTRK1+NTRK1+NTRK1+PDGFRA+PDGFRA+PDGFRA_MAPK10+MAPK8+MAPK9+MAPK10+MAPK8+MAPK9+MAPK10+MAPK8+MAPK9+MAPK10+MAPK8+MAPK9+MAPK10+MAPK8+MAPK9,hsa04014,FGFR4;FGFR4;FGFR4;FLT4;FLT4;FLT4;MET;MET;MET;NTRK1;NTRK1;NTRK1;PDGFRA;PDGFRA;PDGFRA,MAPK10;MAPK8;MAPK9;MAPK10;MAPK8;MAPK9;MAPK10;MAPK8;MAPK9;MAPK10;MAPK8;MAPK9;MAPK10;MAPK8;MAPK9,hsa04014_FGFR4_MAPK10;hsa04014_FGFR4_MAPK8;hsa04014_FGFR4_MAPK9;hsa04014_FLT4_MAPK10;hsa04014_FLT4_MAPK8;hsa04014_FLT4_MAPK9;hsa04014_MET_MAPK10;hsa04014_MET_MAPK8;hsa04014_MET_MAPK9;hsa04014_NTRK1_MAPK10;hsa04014_NTRK1_MAPK8;hsa04014_NTRK1_MAPK9;hsa04014_PDGFRA_MAPK10;hsa04014_PDGFRA_MAPK8;hsa04014_PDGFRA_MAPK9
431,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_PTPN11+PTPN11+PTPN11+PTPN11+PTPN11,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,PTPN11;PTPN11;PTPN11;PTPN11;PTPN11,hsa04014_FGFR4_PTPN11;hsa04014_FLT4_PTPN11;hsa04014_MET_PTPN11;hsa04014_NTRK1_PTPN11;hsa04014_PDGFRA_PTPN11
432,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_RAC1+RAC1+RAC1+RAC1+RAC1,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,RAC1;RAC1;RAC1;RAC1;RAC1,hsa04014_FGFR4_RAC1;hsa04014_FLT4_RAC1;hsa04014_MET_RAC1;hsa04014_NTRK1_RAC1;hsa04014_PDGFRA_RAC1
433,hsa04014_FGFR4+FGFR4+FLT4+FLT4+MET+MET+NTRK1+NTRK1+PDGFRA+PDGFRA_RAP1A+RAP1B+RAP1A+RAP1B+RAP1A+RAP1B+RAP1A+RAP1B+RAP1A+RAP1B,hsa04014,FGFR4;FGFR4;FLT4;FLT4;MET;MET;NTRK1;NTRK1;PDGFRA;PDGFRA,RAP1A;RAP1B;RAP1A;RAP1B;RAP1A;RAP1B;RAP1A;RAP1B;RAP1A;RAP1B,hsa04014_FGFR4_RAP1A;hsa04014_FGFR4_RAP1B;hsa04014_FLT4_RAP1A;hsa04014_FLT4_RAP1B;hsa04014_MET_RAP1A;hsa04014_MET_RAP1B;hsa04014_NTRK1_RAP1A;hsa04014_NTRK1_RAP1B;hsa04014_PDGFRA_RAP1A;hsa04014_PDGFRA_RAP1B
434,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_REL+REL+REL+REL+REL,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,REL;REL;REL;REL;REL,hsa04014_FGFR4_REL;hsa04014_FLT4_REL;hsa04014_MET_REL;hsa04014_NTRK1_REL;hsa04014_PDGFRA_REL
435,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_RHOA+RHOA+RHOA+RHOA+RHOA,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,RHOA;RHOA;RHOA;RHOA;RHOA,hsa04014_FGFR4_RHOA;hsa04014_FLT4_RHOA;hsa04014_MET_RHOA;hsa04014_NTRK1_RHOA;hsa04014_PDGFRA_RHOA
436,hsa04014_FGFR4+FLT4+MET+NTRK1+PDGFRA_STK4+STK4+STK4+STK4+STK4,hsa04014,FGFR4;FLT4;MET;NTRK1;PDGFRA,STK4;STK4;STK4;STK4;STK4,hsa04014_FGFR4_STK4;hsa04014_FLT4_STK4;hsa04014_MET_STK4;hsa04014_NTRK1_STK4;hsa04014_PDGFRA_STK4
437,hsa04014_HRAS+KRAS_ABL1+ABL1,hsa04014,HRAS;KRAS,ABL1;ABL1,hsa04014_HRAS_ABL1;hsa04014_KRAS_ABL1
438,hsa04014_HRAS+KRAS_AFDN+AFDN,hsa04014,HRAS;KRAS,AFDN;AFDN,hsa04014_HRAS_AFDN;hsa04014_KRAS_AFDN
439,hsa04014_HRAS+HRAS+HRAS+HRAS+HRAS+HRAS+HRAS+KRAS+KRAS+KRAS+KRAS+KRAS+KRAS+KRAS_BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6,hsa04014,HRAS;HRAS;HRAS;HRAS;HRAS;HRAS;HRAS;KRAS;KRAS;KRAS;KRAS;KRAS;KRAS;KRAS,BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6,hsa04014_HRAS_BUB1B-PAK6;hsa04014_HRAS_PAK1;hsa04014_HRAS_PAK2;hsa04014_HRAS_PAK3;hsa04014_HRAS_PAK4;hsa04014_HRAS_PAK5;hsa04014_HRAS_PAK6;hsa04014_KRAS_BUB1B-PAK6;hsa04014_KRAS_PAK1;hsa04014_KRAS_PAK2;hsa04014_KRAS_PAK3;hsa04014_KRAS_PAK4;hsa04014_KRAS_PAK5;hsa04014_KRAS_PAK6
440,hsa04014_HRAS+KRAS_ELK1+ELK1,hsa04014,HRAS;KRAS,ELK1;ELK1,hsa04014_HRAS_ELK1;hsa04014_KRAS_ELK1
441,hsa04014_HRAS+HRAS+KRAS+KRAS_ETS1+ETS2+ETS1+ETS2,hsa04014,HRAS;HRAS;KRAS;KRAS,ETS1;ETS2;ETS1;ETS2,hsa04014_HRAS_ETS1;hsa04014_HRAS_ETS2;hsa04014_KRAS_ETS1;hsa04014_KRAS_ETS2
442,hsa04014_HRAS+HRAS+HRAS+KRAS+KRAS+KRAS_MAPK10+MAPK8+MAPK9+MAPK10+MAPK8+MAPK9,hsa04014,HRAS;HRAS;HRAS;KRAS;KRAS;KRAS,MAPK10;MAPK8;MAPK9;MAPK10;MAPK8;MAPK9,hsa04014_HRAS_MAPK10;hsa04014_HRAS_MAPK8;hsa04014_HRAS_MAPK9;hsa04014_KRAS_MAPK10;hsa04014_KRAS_MAPK8;hsa04014_KRAS_MAPK9
443,hsa04014_HRAS+KRAS_RAC1+RAC1,hsa04014,HRAS;KRAS,RAC1;RAC1,hsa04014_HRAS_RAC1;hsa04014_KRAS_RAC1
444,hsa04014_HRAS+HRAS+KRAS+KRAS_RAP1A+RAP1B+RAP1A+RAP1B,hsa04014,HRAS;HRAS;KRAS;KRAS,RAP1A;RAP1B;RAP1A;RAP1B,hsa04014_HRAS_RAP1A;hsa04014_HRAS_RAP1B;hsa04014_KRAS_RAP1A;hsa04014_KRAS_RAP1B
445,hsa04014_HRAS+KRAS_REL+REL,hsa04014,HRAS;KRAS,REL;REL,hsa04014_HRAS_REL;hsa04014_KRAS_REL
446,hsa04014_HRAS+KRAS_RHOA+RHOA,hsa04014,HRAS;KRAS,RHOA;RHOA,hsa04014_HRAS_RHOA;hsa04014_KRAS_RHOA
447,hsa04014_HRAS+KRAS_STK4+STK4,hsa04014,HRAS;KRAS,STK4;STK4,hsa04014_HRAS_STK4;hsa04014_KRAS_STK4
448,hsa04014_MAP2K1+MAP2K2_ELK1+ELK1,hsa04014,MAP2K1;MAP2K2,ELK1;ELK1,hsa04014_MAP2K1_ELK1;hsa04014_MAP2K2_ELK1
449,hsa04014_MAP2K1+MAP2K1+MAP2K2+MAP2K2_ETS1+ETS2+ETS1+ETS2,hsa04014,MAP2K1;MAP2K1;MAP2K2;MAP2K2,ETS1;ETS2;ETS1;ETS2,hsa04014_MAP2K1_ETS1;hsa04014_MAP2K1_ETS2;hsa04014_MAP2K2_ETS1;hsa04014_MAP2K2_ETS2
450,hsa04014_MAPK1+MAPK3_ELK1+ELK1,hsa04014,MAPK1;MAPK3,ELK1;ELK1,hsa04014_MAPK1_ELK1;hsa04014_MAPK3_ELK1
451,hsa04014_MAPK1+MAPK1+MAPK3+MAPK3_ETS1+ETS2+ETS1+ETS2,hsa04014,MAPK1;MAPK1;MAPK3;MAPK3,ETS1;ETS2;ETS1;ETS2,hsa04014_MAPK1_ETS1;hsa04014_MAPK1_ETS2;hsa04014_MAPK3_ETS1;hsa04014_MAPK3_ETS2
452,hsa04014_NF1_ABL1,hsa04014,NF1,ABL1,hsa04014_NF1_ABL1
453,hsa04014_NF1_AFDN,hsa04014,NF1,AFDN,hsa04014_NF1_AFDN
454,hsa04014_NF1+NF1+NF1+NF1+NF1+NF1+NF1_BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6,hsa04014,NF1;NF1;NF1;NF1;NF1;NF1;NF1,BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6,hsa04014_NF1_BUB1B-PAK6;hsa04014_NF1_PAK1;hsa04014_NF1_PAK2;hsa04014_NF1_PAK3;hsa04014_NF1_PAK4;hsa04014_NF1_PAK5;hsa04014_NF1_PAK6
455,hsa04014_NF1_ELK1,hsa04014,NF1,ELK1,hsa04014_NF1_ELK1
456,hsa04014_NF1+NF1_ETS1+ETS2,hsa04014,NF1;NF1,ETS1;ETS2,hsa04014_NF1_ETS1;hsa04014_NF1_ETS2
457,hsa04014_NF1+NF1+NF1_MAPK10+MAPK8+MAPK9,hsa04014,NF1;NF1;NF1,MAPK10;MAPK8;MAPK9,hsa04014_NF1_MAPK10;hsa04014_NF1_MAPK8;hsa04014_NF1_MAPK9
458,hsa04014_NF1_RAC1,hsa04014,NF1,RAC1,hsa04014_NF1_RAC1
459,hsa04014_NF1+NF1_RAP1A+RAP1B,hsa04014,NF1;NF1,RAP1A;RAP1B,hsa04014_NF1_RAP1A;hsa04014_NF1_RAP1B
460,hsa04014_NF1_REL,hsa04014,NF1,REL,hsa04014_NF1_REL
461,hsa04014_NF1_RHOA,hsa04014,NF1,RHOA,hsa04014_NF1_RHOA
462,hsa04014_NF1_STK4,hsa04014,NF1,STK4,hsa04014_NF1_STK4
463,hsa04014_PIK3CA+PIK3CA+PIK3CA+PIK3CA+PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1+PIK3R1+PIK3R1+PIK3R1+PIK3R1_BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6+BUB1B-PAK6+PAK1+PAK2+PAK3+PAK4+PAK5+PAK6,hsa04014,PIK3CA;PIK3CA;PIK3CA;PIK3CA;PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1;PIK3R1;PIK3R1;PIK3R1;PIK3R1,BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;BUB1B-PAK6;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6,hsa04014_PIK3CA_BUB1B-PAK6;hsa04014_PIK3CA_PAK1;hsa04014_PIK3CA_PAK2;hsa04014_PIK3CA_PAK3;hsa04014_PIK3CA_PAK4;hsa04014_PIK3CA_PAK5;hsa04014_PIK3CA_PAK6;hsa04014_PIK3R1_BUB1B-PAK6;hsa04014_PIK3R1_PAK1;hsa04014_PIK3R1_PAK2;hsa04014_PIK3R1_PAK3;hsa04014_PIK3R1_PAK4;hsa04014_PIK3R1_PAK5;hsa04014_PIK3R1_PAK6
464,hsa04014_PIK3CA+PIK3R1_RAC1+RAC1,hsa04014,PIK3CA;PIK3R1,RAC1;RAC1,hsa04014_PIK3CA_RAC1;hsa04014_PIK3R1_RAC1
465,hsa04014_PIK3CA+PIK3R1_RHOA+RHOA,hsa04014,PIK3CA;PIK3R1,RHOA;RHOA,hsa04014_PIK3CA_RHOA;hsa04014_PIK3R1_RHOA
466,hsa04014_PRKACA+PRKACB+PRKACG_ABL1+ABL1+ABL1,hsa04014,PRKACA;PRKACB;PRKACG,ABL1;ABL1;ABL1,hsa04014_PRKACA_ABL1;hsa04014_PRKACB_ABL1;hsa04014_PRKACG_ABL1
467,hsa04014_PRKACA+PRKACB+PRKACG_ELK1+ELK1+ELK1,hsa04014,PRKACA;PRKACB;PRKACG,ELK1;ELK1;ELK1,hsa04014_PRKACA_ELK1;hsa04014_PRKACB_ELK1;hsa04014_PRKACG_ELK1
468,hsa04014_PRKACA+PRKACA+PRKACB+PRKACB+PRKACG+PRKACG_ETS1+ETS2+ETS1+ETS2+ETS1+ETS2,hsa04014,PRKACA;PRKACA;PRKACB;PRKACB;PRKACG;PRKACG,ETS1;ETS2;ETS1;ETS2;ETS1;ETS2,hsa04014_PRKACA_ETS1;hsa04014_PRKACA_ETS2;hsa04014_PRKACB_ETS1;hsa04014_PRKACB_ETS2;hsa04014_PRKACG_ETS1;hsa04014_PRKACG_ETS2
469,hsa04014_PRKACA+PRKACB+PRKACG_REL+REL+REL,hsa04014,PRKACA;PRKACB;PRKACG,REL;REL;REL,hsa04014_PRKACA_REL;hsa04014_PRKACB_REL;hsa04014_PRKACG_REL
470,hsa04014_RAF1_ELK1,hsa04014,RAF1,ELK1,hsa04014_RAF1_ELK1
471,hsa04014_RAF1+RAF1_ETS1+ETS2,hsa04014,RAF1;RAF1,ETS1;ETS2,hsa04014_RAF1_ETS1;hsa04014_RAF1_ETS2
472,hsa04014_RALA+RALB_REL+REL,hsa04014,RALA;RALB,REL;REL,hsa04014_RALA_REL;hsa04014_RALB_REL
473,hsa04015_ANGPT2+ANGPT2+CSF1+CSF1+EFNA1+EFNA1+EFNA3+EFNA3+EFNA4+EFNA4+EFNA5+EFNA5+EGF+EGF+FGF10+FGF10+FGF16+FGF16+FGF18+FGF18+FGF19+FGF19+FGF1+FGF1+FGF20+FGF20+FGF21+FGF21+FGF2+FGF2+FGF4+FGF4+FGF7+FGF7+FGF8+FGF8+FGF9+FGF9+HGF+HGF+IGF1+IGF1+INS+INS+NGF+NGF+PDGFA+PDGFA+PDGFB+PDGFB+PDGFC+PDGFC+PGF+PGF+VEGFA+VEGFA+VEGFB+VEGFB+VEGFC+VEGFC+VEGFD+VEGFD_EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4+EGFR+FGFR4,hsa04015,ANGPT2;ANGPT2;CSF1;CSF1;EFNA1;EFNA1;EFNA3;EFNA3;EFNA4;EFNA4;EFNA5;EFNA5;EGF;EGF;FGF10;FGF10;FGF16;FGF16;FGF18;FGF18;FGF19;FGF19;FGF1;FGF1;FGF20;FGF20;FGF21;FGF21;FGF2;FGF2;FGF4;FGF4;FGF7;FGF7;FGF8;FGF8;FGF9;FGF9;HGF;HGF;IGF1;IGF1;INS;INS;NGF;NGF;PDGFA;PDGFA;PDGFB;PDGFB;PDGFC;PDGFC;PGF;PGF;VEGFA;VEGFA;VEGFB;VEGFB;VEGFC;VEGFC;VEGFD;VEGFD,EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4;EGFR;FGFR4,hsa04015_ANGPT2_EGFR;hsa04015_ANGPT2_FGFR4;hsa04015_CSF1_EGFR;hsa04015_CSF1_FGFR4;hsa04015_EFNA1_EGFR;hsa04015_EFNA1_FGFR4;hsa04015_EFNA3_EGFR;hsa04015_EFNA3_FGFR4;hsa04015_EFNA4_EGFR;hsa04015_EFNA4_FGFR4;hsa04015_EFNA5_EGFR;hsa04015_EFNA5_FGFR4;hsa04015_EGF_EGFR;hsa04015_EGF_FGFR4;hsa04015_FGF10_EGFR;hsa04015_FGF10_FGFR4;hsa04015_FGF16_EGFR;hsa04015_FGF16_FGFR4;hsa04015_FGF18_EGFR;hsa04015_FGF18_FGFR4;hsa04015_FGF19_EGFR;hsa04015_FGF19_FGFR4;hsa04015_FGF1_EGFR;hsa04015_FGF1_FGFR4;hsa04015_FGF20_EGFR;hsa04015_FGF20_FGFR4;hsa04015_FGF21_EGFR;hsa04015_FGF21_FGFR4;hsa04015_FGF2_EGFR;hsa04015_FGF2_FGFR4;hsa04015_FGF4_EGFR;hsa04015_FGF4_FGFR4;hsa04015_FGF7_EGFR;hsa04015_FGF7_FGFR4;hsa04015_FGF8_EGFR;hsa04015_FGF8_FGFR4;hsa04015_FGF9_EGFR;hsa04015_FGF9_FGFR4;hsa04015_HGF_EGFR;hsa04015_HGF_FGFR4;hsa04015_IGF1_EGFR;hsa04015_IGF1_FGFR4;hsa04015_INS_EGFR;hsa04015_INS_FGFR4;hsa04015_NGF_EGFR;hsa04015_NGF_FGFR4;hsa04015_PDGFA_EGFR;hsa04015_PDGFA_FGFR4;hsa04015_PDGFB_EGFR;hsa04015_PDGFB_FGFR4;hsa04015_PDGFC_EGFR;hsa04015_PDGFC_FGFR4;hsa04015_PGF_EGFR;hsa04015_PGF_FGFR4;hsa04015_VEGFA_EGFR;hsa04015_VEGFA_FGFR4;hsa04015_VEGFB_EGFR;hsa04015_VEGFB_FGFR4;hsa04015_VEGFC_EGFR;hsa04015_VEGFC_FGFR4;hsa04015_VEGFD_EGFR;hsa04015_VEGFD_FGFR4
474,hsa04015_CDH1+CDH1_ACTB+ACTG1,hsa04015,CDH1;CDH1,ACTB;ACTG1,hsa04015_CDH1_ACTB;hsa04015_CDH1_ACTG1
475,hsa04015_CDH1+CDH1+CDH1_AKT1+AKT2+AKT3,hsa04015,CDH1;CDH1;CDH1,AKT1;AKT2;AKT3,hsa04015_CDH1_AKT1;hsa04015_CDH1_AKT2;hsa04015_CDH1_AKT3
476,hsa04015_CDH1+CDH1_ITGA2B+ITGB3,hsa04015,CDH1;CDH1,ITGA2B;ITGB3,hsa04015_CDH1_ITGA2B;hsa04015_CDH1_ITGB3
