BlockName	Pathway	Length	Genes
hsa04014_BDNF_ETS1	hsa04014	9	BDNF*CSF1R*EGFR*EPHA2*ETS1*FGFR1*FGFR2*FGFR3*FGFR4*FLT1*FLT3*FLT4*GRB2*HRAS*IGF1R*INSR*KDR*KIT*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MET*MRAS*NGFR*NRAS*NTRK2*PDGFRA*PDGFRB*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TEK
hsa04014_FGFR4_ELK1	hsa04014	8	ELK1*FGFR4*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_ETS1	hsa04014	8	ETS1*FGFR4*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_GAB1	hsa04014	3	FGFR4*GAB1*GRB2*SHC1*SHC2*SHC3*SHC4
hsa04014_FGFR4_MAPK10	hsa04014	7	CDC42*FGFR4*GRB2*HRAS*KRAS*MAPK10*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_MAPK8	hsa04014	7	CDC42*FGFR4*GRB2*HRAS*KRAS*MAPK8*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_MAPK9	hsa04014	7	CDC42*FGFR4*GRB2*HRAS*KRAS*MAPK9*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_PAK1	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PAK2	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PAK3	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PAK4	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PAK5	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PAK6	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_PTPN11	hsa04014	3	FGFR4*GRB2*PTPN11*SHC1*SHC2*SHC3*SHC4
hsa04014_FGFR4_RAC1	hsa04014	6	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FGFR4_RAP1A	hsa04014	6	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*RAP1A*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_RAP1B	hsa04014	6	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*RAP1B*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FGFR4_RHOA	hsa04014	7	FGFR4*GRB2*HRAS*KRAS*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_ELK1	hsa04014	8	ELK1*FLT4*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_ETS1	hsa04014	8	ETS1*FLT4*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_GAB1	hsa04014	3	FLT4*GAB1*GRB2*SHC1*SHC2*SHC3*SHC4
hsa04014_FLT4_MAPK10	hsa04014	7	CDC42*FLT4*GRB2*HRAS*KRAS*MAPK10*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_MAPK8	hsa04014	7	CDC42*FLT4*GRB2*HRAS*KRAS*MAPK8*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_MAPK9	hsa04014	7	CDC42*FLT4*GRB2*HRAS*KRAS*MAPK9*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_PAK1	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PAK2	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PAK3	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PAK4	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PAK5	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PAK6	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_PTPN11	hsa04014	3	FLT4*GRB2*PTPN11*SHC1*SHC2*SHC3*SHC4
hsa04014_FLT4_RAC1	hsa04014	6	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_FLT4_RAP1A	hsa04014	6	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*RAP1A*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_RAP1B	hsa04014	6	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*RAP1B*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_FLT4_RHOA	hsa04014	7	FLT4*GRB2*HRAS*KRAS*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_HRAS_ELK1	hsa04014	4	ELK1*HRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1
hsa04014_HRAS_ETS1	hsa04014	4	ETS1*HRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1
hsa04014_HRAS_MAPK10	hsa04014	3	CDC42*HRAS*MAPK10*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_HRAS_MAPK8	hsa04014	3	CDC42*HRAS*MAPK8*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_HRAS_MAPK9	hsa04014	3	CDC42*HRAS*MAPK9*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_HRAS_PAK1	hsa04014	3	HRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_PAK2	hsa04014	3	HRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_PAK3	hsa04014	3	HRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_PAK4	hsa04014	3	HRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_PAK5	hsa04014	3	HRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_PAK6	hsa04014	3	HRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_HRAS_RHOA	hsa04014	3	HRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*TIAM1
hsa04014_IGF1_ETS1	hsa04014	9	CSF1R*EGFR*EPHA2*ETS1*FGFR1*FGFR2*FGFR3*FGFR4*FLT1*FLT3*FLT4*GRB2*HRAS*IGF1*IGF1R*INSR*KDR*KIT*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MET*MRAS*NGFR*NRAS*NTRK2*PDGFRA*PDGFRB*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TEK
hsa04014_KRAS_ELK1	hsa04014	4	ELK1*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1
hsa04014_KRAS_ETS1	hsa04014	4	ETS1*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*RAF1
hsa04014_KRAS_MAPK10	hsa04014	3	CDC42*KRAS*MAPK10*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_KRAS_MAPK8	hsa04014	3	CDC42*KRAS*MAPK8*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_KRAS_MAPK9	hsa04014	3	CDC42*KRAS*MAPK9*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2
hsa04014_KRAS_PAK1	hsa04014	3	KRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_PAK2	hsa04014	3	KRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_PAK3	hsa04014	3	KRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_PAK4	hsa04014	3	KRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_PAK5	hsa04014	3	KRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_PAK6	hsa04014	3	KRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*TIAM1
hsa04014_KRAS_RHOA	hsa04014	3	KRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*TIAM1
hsa04014_MET_ELK1	hsa04014	8	ELK1*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MET*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_ETS1	hsa04014	8	ETS1*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MET*MRAS*NRAS*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_GAB1	hsa04014	3	GAB1*GRB2*MET*SHC1*SHC2*SHC3*SHC4
hsa04014_MET_MAPK10	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK10*MET*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_MAPK8	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK8*MET*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_MAPK9	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK9*MET*MRAS*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_PAK1	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PAK2	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PAK3	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PAK4	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PAK5	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PAK6	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_PTPN11	hsa04014	3	GRB2*MET*PTPN11*SHC1*SHC2*SHC3*SHC4
hsa04014_MET_RAC1	hsa04014	6	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_MET_RAP1A	hsa04014	6	GRB2*HRAS*KRAS*MET*MRAS*NRAS*RAP1A*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_RAP1B	hsa04014	6	GRB2*HRAS*KRAS*MET*MRAS*NRAS*RAP1B*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_MET_RHOA	hsa04014	7	GRB2*HRAS*KRAS*MET*MRAS*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_NF1_ELK1	hsa04014	5	ELK1*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NF1*NRAS*RAF1*RRAS*RRAS2
hsa04014_NF1_ETS1	hsa04014	5	ETS1*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NF1*NRAS*RAF1*RRAS*RRAS2
hsa04014_NF1_MAPK10	hsa04014	4	CDC42*HRAS*KRAS*MAPK10*MRAS*NF1*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2
hsa04014_NF1_MAPK8	hsa04014	4	CDC42*HRAS*KRAS*MAPK8*MRAS*NF1*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2
hsa04014_NF1_MAPK9	hsa04014	4	CDC42*HRAS*KRAS*MAPK9*MRAS*NF1*NRAS*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2
hsa04014_NF1_PAK1	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK1*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_PAK2	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK2*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_PAK3	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_PAK4	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK4*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_PAK5	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK5*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_PAK6	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PAK6*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_RAC1	hsa04014	3	HRAS*KRAS*MRAS*NF1*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RALBP1*RRAS*RRAS2*TIAM1
hsa04014_NF1_RAP1A	hsa04014	3	HRAS*KRAS*MRAS*NF1*NRAS*RAP1A*RAPGEF5*RRAS*RRAS2
hsa04014_NF1_RAP1B	hsa04014	3	HRAS*KRAS*MRAS*NF1*NRAS*RAP1B*RAPGEF5*RRAS*RRAS2
hsa04014_NF1_RHOA	hsa04014	4	HRAS*KRAS*MRAS*NF1*NRAS*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*RRAS*RRAS2*TIAM1
hsa04014_PDGFRA_ELK1	hsa04014	8	ELK1*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*PDGFRA*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_ETS1	hsa04014	8	ETS1*GRB2*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*PDGFRA*RAF1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_GAB1	hsa04014	3	GAB1*GRB2*PDGFRA*SHC1*SHC2*SHC3*SHC4
hsa04014_PDGFRA_MAPK10	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK10*MRAS*NRAS*PDGFRA*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_MAPK8	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK8*MRAS*NRAS*PDGFRA*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_MAPK9	hsa04014	7	CDC42*GRB2*HRAS*KRAS*MAPK9*MRAS*NRAS*PDGFRA*RALA*RALB*RALBP1*RALGDS*RGL1*RGL2*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_PAK1	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK1*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PAK2	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK2*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PAK3	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK3*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PAK4	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK4*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PAK5	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK5*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PAK6	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PAK6*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_PTPN11	hsa04014	3	GRB2*PDGFRA*PTPN11*SHC1*SHC2*SHC3*SHC4
hsa04014_PDGFRA_RAC1	hsa04014	6	GRB2*HRAS*KRAS*MRAS*NRAS*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RALBP1*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PDGFRA_RAP1A	hsa04014	6	GRB2*HRAS*KRAS*MRAS*NRAS*PDGFRA*RAP1A*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_RAP1B	hsa04014	6	GRB2*HRAS*KRAS*MRAS*NRAS*PDGFRA*RAP1B*RAPGEF5*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2
hsa04014_PDGFRA_RHOA	hsa04014	7	GRB2*HRAS*KRAS*MRAS*NRAS*PDGFRA*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3*RAC1*RAC2*RAC3*RALBP1*RHOA*RRAS*RRAS2*SHC1*SHC2*SHC3*SHC4*SOS1*SOS2*TIAM1
hsa04014_PRKACA_ETS1	hsa04014	6	ETS1*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*PRKACA*RAF1*RASGRF1*RASGRF2*RRAS*RRAS2
hsa04014_PRKACB_ETS1	hsa04014	6	ETS1*HRAS*KRAS*MAP2K1*MAP2K2*MAPK1*MAPK3*MRAS*NRAS*PRKACB*RAF1*RASGRF1*RASGRF2*RRAS*RRAS2
